"date","close","volume","open","high","low"

"2017/11/03","98.6400","5417454.0000","98.3600","99.3799","97.9000"
"2017/11/02","98.3500","6798181.0000","98.8700","99.1200","98.0150"
"2017/11/01","99.0300","6876442.0000","98.1300","99.4600","98.0000"
"2017/10/31","97.8100","5659262.0000","97.9400","98.0860","97.3842"
"2017/10/30","98.0400","7092729.0000","98.1200","98.3300","97.7025"
"2017/10/27","98.3100","7863405.0000","97.9000","98.3600","96.8900"
"2017/10/26","98.5600","6167069.0000","97.5800","99.4800","97.2500"
"2017/10/25","97.8000","5143260.0000","98.0500","98.2200","97.4500"
"2017/10/24","98.2900","4932829.0000","98.5200","98.8600","98.0600"
"2017/10/23","98.7000","5886488.0000","99.1200","99.1800","98.6300"
"2017/10/20","99.4000","5937751.0000","99.4500","99.6600","98.9400"
"2017/10/19","99.0100","5633396.0000","98.1900","99.3000","98.1148"
"2017/10/18","98.2500","5402116.0000","98.3600","98.4900","97.5500"
"2017/10/17","98.3600","5926574.0000","98.4000","98.4700","97.8600"
"2017/10/16","98.1300","4904795.0000","97.6400","98.2700","97.5400"
"2017/10/13","97.3800","6855188.0000","96.8000","97.6800","96.8000"
"2017/10/12","96.9300","11080790.0000","97.5600","97.8158","96.8100"
"2017/10/11","98.5500","7981394.0000","99.5800","99.5800","98.0450"
"2017/10/10","99.5800","7704136.0000","99.9900","100.0700","98.6639"
"2017/10/09","99.5700","5427336.0000","100.8100","100.9800","99.4500"
"2017/10/06","100.0700","4359795.0000","99.9500","100.2700","99.3400"
"2017/10/05","100.1100","4735862.0000","100.6400","100.8700","100.0200"
"2017/10/04","100.5500","5125096.0000","100.7400","100.9300","100.2000"
"2017/10/03","100.7900","5442208.0000","100.0500","100.8500","99.9100"
"2017/10/02","99.8600","6784301.0000","99.3100","100.4400","99.1100"
"2017/09/29","98.5700","8168014.0000","97.8900","98.5900","97.6600"
"2017/09/28","98.0500","7146545.0000","98.7700","99.0500","98.0000"
"2017/09/27","99.2400","7539175.0000","98.9700","99.5250","98.0200"
"2017/09/26","98.6300","5982392.0000","99.6400","99.7400","98.6100"
"2017/09/25","99.5700","7483322.0000","98.6000","99.6450","98.4200"
"2017/09/22","98.6000","6350943.0000","98.5500","98.9900","98.5300"
"2017/09/21","98.8900","4957942.0000","99.1900","99.3900","98.7500"
"2017/09/20","99.2100","6451239.0000","98.7600","99.2800","98.6200"
"2017/09/19","98.4300","6966427.0000","98.2300","98.6700","98.0800"
"2017/09/18","98.1000","7001934.0000","98.3900","98.7200","97.7200"
"2017/09/15","98.5200","23831550.0000","98.0500","98.9299","98.0000"
"2017/09/14","97.9000","9708470.0000","98.7900","98.8400","97.5375"
"2017/09/13","98.8200","7606945.0000","98.2400","98.9491","98.0200"
"2017/09/12","97.8900","9141010.0000","97.5900","98.3600","97.1250"
"2017/09/11","97.0900","9601251.0000","97.9000","98.0200","96.9600"
"2017/09/08","97.0700","13136610.0000","96.4900","97.4900","96.2600"
"2017/09/07","97.0600","26410470.0000","101.5500","101.8600","96.2000"
"2017/09/06","101.5000","7401740.0000","101.7600","102.0350","100.8900"
"2017/09/05","101.6000","9580231.0000","102.0000","102.5500","100.9000"
"2017/09/01","101.5000","7825946.0000","101.6500","101.9200","101.3600"
"2017/08/31","101.2000","9815244.0000","103.0000","103.1900","101.0000"
"2017/08/30","102.8700","6571706.0000","102.4800","103.4500","102.4800"
"2017/08/29","102.5700","6007380.0000","102.0000","102.9900","101.8200"
"2017/08/28","102.5600","5624256.0000","102.4900","102.8500","102.0800"
"2017/08/25","102.4100","6178298.0000","101.6900","102.6850","101.5600"
"2017/08/24","101.5200","6971595.0000","101.8200","102.0300","101.4300"
"2017/08/23","101.5000","5948203.0000","102.4800","102.9800","101.4800"
"2017/08/22","102.7700","6882887.0000","101.4100","102.9100","101.1700"
"2017/08/21","101.1700","6478368.0000","100.6400","101.4200","100.5300"
"2017/08/18","100.7000","6893646.0000","101.3200","101.7425","100.6600"
"2017/08/17","101.3800","6498338.0000","102.2400","102.5850","101.3400"
"2017/08/16","102.2000","6690269.0000","101.8400","102.6500","101.7200"
"2017/08/15","101.5100","8852605.0000","101.6300","102.1000","101.3600"
"2017/08/14","101.4000","9703180.0000","102.8000","102.8100","101.2600"
"2017/08/11","101.9900","9409799.0000","101.2500","102.5100","101.0300"
"2017/08/10","101.3500","11360010.0000","102.5000","102.8200","101.2200"
