default,nw.ta,inc.na,cashp,pat.nw,contl.nw,fa.ta,inv.nw,nw.ce,debt.equity,current.r,debtr.turn,goods.turn,debt.ta
0,0.303030303,2.431588613,2.4,0.0184,0.0533,0.127640037,0.253030303,0.572916667,0.75,1.1,6.47,13.25,0.218549128
0,0.557723577,1.510569106,4.8,0.0569,0.0533,0.435772358,0.002915452,0.793981481,0.26,1.36,6,17.53,0.144715447
0,0.916442049,1.113207547,1.6,0.0208,0.0533,0.059299191,0.245588235,0.994152047,0.03,5.766,9.62,2.93,0.021563342
0,0.18361244,1.464712919,12.8,0.092,0.2769,0.218899522,0.003257329,0.302761341,2.3,1.21,2.52,17.27,0.42284689
0,0.451742627,0.557640751,1.5,0.0061,0.0533,0.336461126,0.056379822,0.586086957,0.71,1.46,1.38,85.04,0.319034853
0,0.924675325,0.14025974,-1.2,-0.0563,0.0843,0.392207792,0.008426966,0.944297082,0.06,5.766,1.312,11.42,0.054545455
0,0.503154574,0.492113565,3,0.0826,0.0533,0.515772871,0.261755486,0.620622568,0.61,1.36,8.23,8.03,0.307570978
0,0.609375,0.318359375,3.7,-0.016,0.0533,0.80078125,0.016025641,0.647302905,0.54,1.53,3.29,51.2,0.33203125
0,0.138847858,1.257508616,4.1,0.0036,0.6986,0.094042344,0.296099291,0.227602906,3.39,0.96,2.42,7.61,0.471196455
0,0.987854251,18.01214575,18.85,0.0792,0.0533,0.089068826,0.342213115,1,0.79,5.766,6.32,17.27,4.016194332
0,0.130501339,0.364714887,-0.5,-0.0896,0.0147,0.121699196,4.19941349,0.16822891,4.94,0.31,2.4,21.32,0.645235362
0,0.054047838,1.905013799,31,-0.5404,2.17464,0.737350506,0.355319149,0.077328068,10.75,0.31,65.526,305.334,0.644894204
0,0.617647059,1.108597285,5.7,0.0792,0.0533,0.411764706,0.305860806,0.84,0.19,2.93,6.32,17.27,0.117647059
0,0.559471366,1.372246696,5.5,0.3356,0.0533,0.140969163,0.61023622,0.744868035,0.34,1.92,7.99,13.38,0.191629956
0,0.659663866,1.327731092,4.6,0.1361,0.035,0.153361345,0.140127389,0.98125,0.03,1.15,4.15,9.8,0.016806723
0,0.468795356,0.92743106,1.1,0.0346,0.0533,0.023222061,0.258513932,1,0.79,1.8,1.312,305.334,1.439767779
0,0.680397727,0.4375,4.1,0.0361,0.0856,0.069602273,0.146137787,0.781402936,0.28,1.34,3.42,16.61,0.190340909
0,0.27027027,1.886300093,12.4,0.3704,0.1897,0.178937558,0.003448276,0.64159292,0.56,1.21,3.95,20.93,0.150978565
0,0.586080586,2.637362637,2.9,0.2642,0.0533,0.06959707,0.521875,0.717488789,0.39,2.2,7.02,8.61,0.230769231
0,0.263710618,2.882147025,11.6,0.0792,0.0533,0.190198366,0.369469027,0.384353741,1.6,1.57,6.32,17.27,0.134189032
0,0.88,11.1225,-0.1,-0.017,0.0533,0.2925,0.715909091,0.975069252,0.03,0.52,6.32,17.27,0.0225
0,0.202444614,1.631016043,18.2,0.48,0.1283,0.146676853,0.003773585,0.299097065,2.34,1.83,3.53,15.88,0.474407945
0,0.18140736,1.40348612,11,0.248,0.0533,0.209812782,0.297153025,0.724226804,0.38,0.84,3.77,71.76,0.069076824
0,0.091250671,1.638754697,32.9,0.60716,0.2941,0.224369297,0.491176471,0.154686078,5.46,1.29,13.17,28.56,0.474503489
0,0.240270728,4.670050761,18,0.4979,0.0176,0.405245347,0.294014085,0.36503856,1.74,1.45,18.9,305.334,0.219966159
0,0.480431849,2.504723347,6.3,0.0609,0.0534,0.51417004,0.109550562,0.729508197,0.37,0.87,19.2,305.334,0.178137652
0,0.991643454,0.050139276,-0.6,-0.036,0.0533,0.069637883,0.323033708,1,0.79,2.67,1.71,10.33,2.763231198
0,0.983286908,0.139275766,1.6,0.0028,0.8074,0.56545961,0.236543909,0.994366197,0.03,5.766,1.312,17.27,0.022284123
0,0.182912154,0.457681508,-1.8,-0.1196,0.0439,0.738066586,0.168859649,0.363346614,1.75,0.31,65.526,8.94,0.320497393
0,0.75,1.575,12.2,0.0792,0.0233,0.3775,0.278333333,1,0.79,2.13,6.32,17.27,2.48
0,0.925449871,0.853470437,1.2,0.0253,0.0533,0.059125964,0.231944444,1,0.79,5.71,6.1,11.44,2.550128535
0,0.517630465,0.02538787,-0.7,-0.0654,0.0533,0.373765867,0.227520436,0.565485362,0.77,1.23,6.32,17.27,0.3977433
0,0.66252588,0.037267081,-1.1,-0.0811,0.0533,0.579710145,0.10625,0.751173709,0.33,0.31,2,17.27,0.219461698
0,0.560311284,0.455252918,8,0.3016,0.0533,0.414396887,0.010416667,0.996539792,0.79,0.73,18.92,69.1,0.015564202
0,0.357541899,0.908379888,4.2,0.0744,0.0375,0.408938547,0.0375,0.39800995,1.51,1.36,5.03,65.21,0.540782123
0,0.996855346,0.056603774,-0.7,-0.0371,0.0063,0.050314465,0.072555205,1,0.79,5.766,6.32,4.32,3.119496855
0,0.343718593,1.040201005,6.3,0.0572,0.0058,0.322613065,0.005847953,0.509687034,0.96,1.21,13.4,5.79,0.330653266
0,0.490343348,0.618025751,13.1,0.1788,1.0788,0.474248927,0.182713348,0.547305389,0.83,1.84,1.9,10.92,0.405579399
0,0.249255952,1.249255952,4.3,0.0805,0.0533,0.334077381,0.020895522,0.319351764,2.13,1.31,3.31,8.29,0.53125
0,0.358936484,2.036927622,3.8,0.0792,0.4774,0.273264402,0.008230453,0.594132029,0.68,1.11,6.32,17.27,0.245199409
0,0.563862928,0.761682243,1.5,0.0792,0.0533,0.073208723,0.035911602,0.799116998,0.25,0.76,5.35,15.48,0.141744548
0,0.62543554,1.203832753,1.2,0.0792,0.0533,0.452961672,0.232590529,0.722334004,0.38,1.21,6.32,17.27,0.240418118
0,0.739952719,0.522458629,3.4,0.0793,0.0533,0.520094563,0.006389776,0.8767507,0.14,1.92,32.46,6.74,0.104018913
0,0.453168044,0.936639118,3,0.0387,0.0533,0.398071625,0.253799392,0.550167224,0.82,1.38,6.7,9.46,0.370523416
0,0.480366492,5.823298429,-0.1,-0.0401,0.0533,0.828534031,0.227520436,0.495945946,1.02,0.31,6.32,17.27,0.488219895
0,0.128808864,1.67867036,8.4,0.5375,0.0108,0.250692521,0.897849462,0.15682968,5.38,1.42,6.01,14.94,0.685595568
0,0.823660714,2.390625,0.4,0.0027,0.0533,0.035714286,0.226287263,0.984,0.03,5.766,2.98,39.27,0.017857143
0,0.309055118,0.409448819,18.5,0.4704,0.0223,0.143700787,1.560509554,0.889518414,0.12,0.53,6.78,6.89,0.038385827
0,0.242951907,4.046434494,11.9,0.1309,1.1058,0.451907131,0.003412969,0.327008929,2.06,0.99,14.74,56.52,0.5
0,0.537712895,0.384428224,2.2,0.0849,0.0533,0.240875912,0.597285068,0.68847352,0.45,0.86,5.73,15.18,0.243309002
0,0.255681818,1.274350649,10.1,0.1916,0.0825,0.599025974,0.265079365,0.31626506,2.16,1.29,5.7,47.54,0.55275974
0,0.540755467,0.407554672,2.8,-0.008,0.0533,0.318091451,0.306985294,0.71957672,0.39,2.18,1.94,8.27,0.210735586
0,0.726968174,0.177554439,-1.8,-0.0821,0.0533,0.502512563,0.192396313,0.90605428,0.1,1.79,2.59,2.192,0.075376884
0,0.268398268,1.931457431,9.9,0.0987,0.336,0.292929293,0.224462366,0.46039604,1.17,0.83,6.3,17.27,0.314574315
0,0.755555556,1.23030303,3.9,0.0712,0.0374,0.301010101,0.155080214,0.935,0.07,2.43,6.1,16.9,0.052525253
0,0.738188976,5.383858268,0.3,-0.0054,0.0533,0.031496063,0.222666667,1,0.79,2.56,44.42,40.49,1.952755906
0,0.178846747,1.299722479,7.5,0.0824,1.5431,0.120875732,0.143965517,0.341176471,1.93,1.2,5.75,31.44,0.282146161
0,0.327490775,2.723247232,9.3,0.0344,2.17464,0.550738007,0.002816901,0.426170468,1.35,1.56,14.13,62.23,0.44095941
0,0.353941267,1.241112828,11.8,0.3529,0.4978,0.316846986,0.017467249,0.420183486,1.38,1.32,19.23,33.23,0.488408037
0,0.299130435,1.00173913,5.5,0.008,0.0533,0.213913043,0.242732558,0.393142857,1.54,2.27,2.58,164.67,0.46173913
0,0.011242973,0.767020612,4.8,0.60716,0.0533,0.252342286,4.638888889,0.019693654,10.75,1.4,4,36.98,0.562148657
0,0.856148492,0.872389791,1.5,0.0164,0.0352,0.262180974,0.002710027,0.953488372,0.05,5.63,3.79,9.06,0.041763341
0,0.310344828,0.995794786,3.2,0.0443,0.0533,0.346509672,0.260162602,0.798701299,0.25,0.91,3.02,91.15,0.078216989
0,0.19221968,2.387871854,4.1,0.0952,0.0533,0.193363844,0.49702381,0.219035202,3.57,0.91,7.56,14.89,0.685354691
0,0.128629305,1.144834571,24.4,0.2861,0.0533,0.406482107,0.219160105,0.279735683,2.57,0.86,7.17,9.87,0.331195138
0,0.271034996,1.879374535,8.9,0.0478,0.0533,0.429635145,0.229395604,0.396946565,1.52,0.9,10.26,50.14,0.411764706
0,0.672605791,1.086859688,4.2,0.1042,0.0533,0.153674833,0.476821192,0.93498452,0.07,1.08,52.22,17.27,0.046770601
0,0.320383912,8.780164534,18.8,0.3062,0.0533,0.047074954,0.653352354,0.397167139,1.52,0.9,10.35,118.21,0.486288848
0,0.291956935,0.229892337,-1,-0.057,0.4056,0.100696643,0.171366594,0.338721528,1.95,1.16,3.93,2.192,0.569981001
0,0.829683698,10.82481752,-0.9,0.0792,0.0117,0.03892944,0.149560117,1,0.79,0.31,6.32,17.27,2.413625304
0,0.600953895,3.19554849,7,0.0792,0.1058,0.593004769,0.010582011,0.763636364,0.31,1.12,6.32,17.27,0.186009539
0,0.160955348,0.529075805,11,0.1435,0.0533,0.065939772,0.109677419,0.34368071,1.91,0.69,1.53,11.54,0.307372793
0,0.313540912,5.020275163,12.2,0.0792,2.1709,0.466328747,0.013856813,0.483798883,1.07,1.22,6.32,17.27,0.334540188
0,0.728139905,0.33863275,6.9,0.2019,0.0533,0.712241653,0.18231441,0.898039216,0.11,2.03,8.35,73.25,0.082670906
0,0.553977273,0.900568182,2.7,0.0313,0.0179,0.646306818,0.015384615,0.695187166,0.44,0.69,45.85,6.01,0.242897727
0,0.08769523,0.187737442,-18,-0.4766,0.148,0.427923174,1.357400722,0.128857187,6.76,0.67,1.45,4.91,0.592866188
0,0.750972763,1.645914397,5.7,0.021,0.0533,0.474708171,0.046632124,0.81779661,0.22,2.08,7.47,20.06,0.167315175
0,0.45998446,1.595959596,6.9,0.0609,0.4071,0.232323232,0.231418919,0.643478261,0.55,0.55,48.15,8.19,0.254856255
0,0.873051225,0.051224944,1.5,-0.0051,0.0533,0.351893096,0.140306122,1,0.79,1.91,1.312,2.192,2.20935412
0,0.157293497,1.043936731,13.6,0.60716,0.3184,0.231107206,1.25698324,0.278382582,2.59,0.31,16.78,34.95,0.407732865
0,0.17470146,1.806722689,17.6,0.3036,0.0962,0.359133127,0.211392405,0.305491106,2.27,0.98,5.89,54.74,0.284387439
0,0.312156863,1.26745098,4,0.0909,0.098,0.04627451,0.263819095,0.56056338,0.78,1.01,7.01,3.83,0.244705882
0,0.153287982,0.192743764,0.8,-0.2759,0.1154,0.351473923,0.24704142,0.182603998,4.48,2.75,1.312,4,0.6861678
0,0.861171367,9.650759219,18.85,0.0792,0.0533,0.052060738,0.210327456,0.925407925,0.08,1.23,6.32,17.27,0.069414317
0,0.310377358,1.175471698,10.6,0.0792,0.0533,0.136792453,0.253799392,0.448228883,1.23,1.01,6.32,17.27,0.382075472
0,0.128254581,1.430086789,18.85,0.0792,0.0533,0.019607843,1.172932331,0.140147524,6.14,0.9,6.32,17.27,0.786885246
0,0.318965517,1.94200627,11.1,0.0452,1.0614,0.34169279,0.205159705,0.432059448,1.31,1.08,15.34,3.57,0.419278997
0,0.951923077,0.086538462,-0.7,-0.0542,0.0101,0.076923077,0.176767677,0.951923077,0.05,1.23,6.32,17.27,0.048076923
0,0.380359613,1.744121715,7.2,0.2048,0.2327,0.401106501,0.303636364,0.647058824,0.55,1.08,14.14,73.85,0.20746888
0,0.22519084,4.345419847,0.6,0.0792,0.0533,0.166030534,0.144067797,0.264573991,2.78,1.2,6.32,17.27,0.625954198
0,0.452631579,1.455639098,-6.9,0.0792,0.4684,0.293233083,0.277408638,1,0.79,1.26,4.35,139.31,1.491729323
0,0.360149673,2.725912067,6.3,0.0078,0.0416,0.31150608,0.002597403,0.47826087,1.09,1.04,9.83,24.44,0.392890552
0,0.19740634,0.983669549,18,0.081,0.1655,0.530259366,0.03163017,0.224712958,3.45,1.91,7.49,25.03,0.44092219
0,0.268558952,1.394468705,16.7,0.3172,0.0533,0.550946143,0.226287263,0.40021692,1.5,0.88,13.61,20.66,0.402474527
0,0.181253529,0.894974591,10.2,0.17,0.2368,0.093167702,0.009345794,0.342217484,1.92,0.89,2.75,6.66,0.34839074
0,0.82208589,0.989775051,2.3,0.0125,0.0075,0.331288344,0.009950249,0.893333333,0.12,2.87,5.62,26.24,0.098159509
0,0.138608305,0.401234568,3.7,0.0346,0.6194,0.687991021,0.33805668,0.30952381,2.23,1.18,10.39,11.23,0.309203143
0,0.077685089,1.631908238,-18,-0.62036,0.4094,0.343065693,0.560402685,0.136697248,6.32,1.24,5.33,14.66,0.490615224
0,0.539370079,1.026246719,6.6,-0.0024,0.0533,0.435695538,0.203163017,0.62652439,0.6,1.8,4.44,17.27,0.32152231
0,0.186930905,2.475629352,2.9,0.0425,0.0516,0.146759507,0.239255014,0.446862996,1.24,1.15,8.13,7.18,0.231387252
0,0.47566064,0.991655076,6.9,0.1676,0.0533,0.730180807,0.005847953,0.624087591,0.6,0.7,65.526,17.27,0.28650904
0,0.339285714,0.494047619,15.2,0.0529,0.0533,0.654761905,0.209273183,0.418677859,1.39,0.95,8.29,29.27,0.471088435
0,0.231119792,1.228515625,11.2,0.3394,0.1549,0.05078125,0.235211268,0.924479167,0.08,1.05,4.8,49.67,0.018880208
0,0.180273973,1.704109589,16.6,0.1502,0.0304,0.419726027,0.253799392,0.235504653,3.25,1.55,9.02,45.12,0.585205479
0,0.090887741,1.817050258,29.3,0.1772,0.2455,0.349929544,0.023255814,0.167532468,4.97,0.9,7.88,5.58,0.451620479
0,0.299177263,2.047868362,3.1,0.0228,0.1,0.4644727,0.20875,0.431034483,1.32,1.25,12.66,15.33,0.394913987
0,0.87366167,0.282655246,1.4,0.0025,0.0533,0.107066381,0.204656863,0.985507246,0.03,1.12,9.43,7.18,0.017130621
0,0.068998563,1.928366076,18.3,0.2282,2.17464,0.173215141,0.381944444,0.136817102,6.31,0.97,7.25,18.82,0.435313848
0,0.27720413,2.818109611,3,0.0388,0.0115,0.109610802,0.239255014,0.319890009,2.13,2.79,4.95,10.93,0.589356632
0,0.256133464,1.341511286,23.3,0.3692,1.8429,0.122669284,0.159961686,0.672680412,0.49,0.95,2.84,17.27,0.124631992
0,0.537662338,0.650649351,1.4,0.0048,0.0533,0.309090909,0.5,0.761029412,0.31,1.38,2.75,14.61,0.168831169
0,0.391304348,0.500988142,3.8,0.0439,0.00532,0.15513834,0.015151515,0.535859269,0.87,1.4,5.54,19.99,0.338932806
0,0.8049922,0.074882995,-6.4,-0.1505,0.064,0.550702028,0.161821705,1,0.79,3.16,9,27.57,1.547581903
0,0.517051705,4.275027503,3.9,-0.0148,0.0533,0.399339934,0.177659574,0.648275862,0.54,2.09,65.526,45.87,0.280528053
0,0.386740331,2.106077348,6,0.0761,0.1,0.190055249,0.238571429,0.644567219,0.55,1.83,5.17,64.51,0.213259669
0,0.942675159,0.070063694,-0.8,-0.0632,0.0533,0.278131635,0.596846847,1,0.79,5.766,1.89,17.27,2.106157113
0,0.282899367,0.901477833,11,0.0883,0.0423,0.570724842,0.207711443,0.478571429,1.09,3.67,9.74,305.334,0.308233638
0,0.976623377,0.758441558,6,0.1376,0.0533,0.223376623,0.630319149,1,0.79,5.2,5.02,5.55,2.576623377
0,0.085125249,0.69075593,-4,0.60716,0.1849,0.448902682,0.096354167,0.10569777,8.46,0.84,65.526,2.192,0.571048548
0,0.110964333,1.03126376,10.5,0.3872,0.0533,0.105239982,0.331349206,0.290657439,2.44,0.73,2.44,21.87,0.270805812
0,0.200215866,2.925526174,11.5,0.1601,0.1051,0.356179169,0.02425876,0.471410419,1.12,0.59,45.32,20.68,0.224500809
0,0.584615385,0.911888112,4.8,0.0666,0.0167,0.095104895,0.366028708,0.742451155,0.35,1.63,4.65,16.55,0.202797203
0,0.876470588,0.968627451,7.6,0.106,0.0533,0.48627451,0.105145414,0.947033898,0.06,2.98,16.76,17.1,0.049019608
0,1,10.39485981,-0.2,-0.0047,0.0533,2.184579439,0.58411215,1,0.79,1.23,6.32,17.27,2.317757009
0,0.367875648,1.982728843,13.4,0.1273,0.0533,0.46373057,0.19600939,0.511404562,0.96,1.71,13.63,10.87,0.351468048
0,0.477827051,0.957871397,-18,-0.62036,0.0533,1.036585366,0.193735499,1,0.79,1.5,4.96,17.27,1.099778271
0,0.34971335,0.368550369,12.3,0.2589,1.2857,0.524979525,0.014051522,0.717647059,0.39,0.64,4.17,11.77,0.137592138
0,0.597246127,0.30464716,6.2,0.0472,0.0692,0.771084337,0.240634006,0.718426501,0.39,0.98,5.32,32.6,0.234079174
0,0.194063927,0.596803653,0.3,0.0047,0.0533,0.007305936,4.204705882,0.904255319,0.11,0.31,2.91,216.07,0.020547945
0,0.997560976,0.1,3,0.0736,0.0533,0.03902439,0.046454768,1,0.79,1,6.32,17.27,2.419512195
0,0.122653722,0.877022654,22.9,0.2801,0.3905,0.425566343,0.220316623,0.164211438,5.09,0.95,3.08,13.21,0.624271845
0,0.850931677,0.084886128,-0.1,-0.0475,0.0533,0.463768116,0.518248175,0.850931677,0.18,1.23,6.32,17.27,0.149068323
0,0.363277394,1.812438302,6.4,0.1681,0.00532,0.09970385,0.27173913,0.955844156,0.05,1.22,7.6,305.334,0.016781836
0,0.640122511,0.790199081,2.7,0.0191,0.0533,0.408882083,0.004784689,0.781308411,0.28,2.3,2.43,7.52,0.179173047
0,0.839458414,8.605415861,-0.1,-0.016,0.0533,0.03868472,0.126728111,0.854330709,0.17,0.57,6.32,17.27,0.143133462
0,0.477329975,1.226700252,9.9,0.1905,0.029,0.170025189,0.220316623,0.600633914,0.66,1.74,3.96,3.07,0.222921914
0,0.055873926,0.781279847,-16.5,0.0807,1.812,0.294651385,0.025641026,0.085090909,10.75,1.82,2.07,39.87,0.600764088
0,0.449790795,0.520920502,2,0.0023,0.0533,0.655857741,0.194186047,0.487528345,1.05,0.72,24.2,2.192,0.472803347
0,0.208093717,0.844089457,1.5,-0.1425,0.0533,0.55484558,0.085465711,0.29016929,2.45,1.05,3.67,17.27,0.509052183
0,0.238227147,1.730193906,-1,-0.1429,0.0533,0.414404432,0.002325581,0.27284264,2.67,1.6,5.71,9.08,0.634903047
0,0.131486146,0.753652393,10.6,0.4615,0.9425,0.196473552,0.319923372,0.266871166,2.75,1.43,1.43,51.06,0.361209068
0,0.28587963,1.825810185,3.3,0.0394,0.0533,0.225115741,0.038461538,0.392686804,1.55,0.94,9.68,166.82,0.44212963
0,0.496462264,1.793632075,3.6,0.0792,0.0533,0.347877358,0.004750594,0.628358209,0.59,1.22,6.32,17.27,0.293632075
0,0.952069717,9.692810458,18.85,0.0792,0.0892,2.037037037,0.191075515,0.968957871,0.03,2,6.32,17.27,0.030501089
0,0.328238134,0.558326629,3.8,0.0792,0.0533,0.70313757,0.102941176,0.995121951,0.79,0.47,6.32,17.27,0.006436042
0,0.618364419,0.098995696,-3.6,-0.2544,0.0533,0.585365854,0.193735499,0.782214156,0.28,1.01,8.14,17.27,0.172166428
0,0.211940299,0.881791045,45.1,0.60716,0.2789,0.349253731,0.235211268,0.329008341,2.04,0.86,3.57,5.55,0.432238806
0,0.28365197,0.563012095,0.1,-0.1548,0.077,0.479126024,0.114855571,0.399231192,1.5,0.73,2.74,6.62,0.426843543
0,0.711290323,7.175806452,-0.2,-0.0045,0.0533,1.508064516,0.029478458,0.736227045,0.36,1.71,6.32,17.27,0.25483871
0,0.225955204,1.135046113,12,0.3094,0.3965,0.230566535,0.243440233,0.368817204,1.71,1,4.7,19.53,0.325428195
0,0.112588284,1.128791026,21.3,0.60716,0.6605,0.344827586,0.308118081,0.227158424,3.4,0.85,5.5,24.38,0.383049439
0,0.406037001,4.928919182,5.4,0.1115,2.17464,0.064264849,0.112709832,0.460264901,1.17,1.46,65.526,8.29,0.476144109
0,0.21875,2.327356557,4.8,0.0792,0.0533,0.121413934,0.195550351,0.327956989,2.05,2.04,6.32,17.27,0.448258197
0,0.489683631,1.31911967,11,0.2016,0.0533,0.414030261,0.234550562,0.625659051,0.6,1.22,14.18,3.93,0.292984869
0,0.319469027,1.844247788,8.4,0.1873,1.1607,0.208849558,0.002770083,0.551987768,0.81,1.27,5.62,12.92,0.259292035
0,0.656301146,1.05400982,21.9,0.60716,0.0533,0.184942717,0.369077307,0.794059406,0.26,1.63,9.4,6.45,0.170212766
0,0.729776248,0.30292599,2.1,0.0072,0.0533,0.450946644,0.196933962,0.747795414,0.34,3.49,3.36,2.71,0.246127367
0,0.152571186,1.042923927,11,0.1607,0.0084,0.366340841,0.232590529,0.298668885,2.35,0.99,3.57,5.91,0.343391415
0,0.419567262,2.355597366,6.1,0.0366,0.0533,0.270931326,0.187219731,0.621169916,0.61,1.2,8.57,37.47,0.255879586
0,0.300757054,0.298692361,3.4,0.0092,0.0533,0.64074329,0.191075515,0.475,1.11,1.75,4.77,2.192,0.332415692
0,0.224578915,2.700561447,6.1,0.0792,0.0533,0.327510917,0.083333333,0.3930131,1.54,0.97,6.32,17.27,0.346849657
0,0.65140325,1.212703102,-4,-0.1174,0.0533,0.282127031,0.126984127,0.770979021,0.3,1.77,5.63,4.3,0.193500739
0,0.278500383,1.390971691,20.7,0.5535,0.1456,0.193573068,0.035714286,0.399560922,1.5,1.33,5.93,8.88,0.418515685
0,0.371212121,2.545454545,5.7,0.068,0.0533,0.222222222,0.006802721,0.518823529,0.93,1.68,7.99,47.25,0.344276094
0,0.778378378,1.095495495,7.4,0.0684,0.0301,0.517117117,0.071759259,0.913319239,0.09,2.6,4.75,17.27,0.073873874
0,0.315270936,2.793103448,10.7,0.1974,2.17464,0.165845649,0.080729167,0.475247525,1.1,1.81,8.67,28.03,0.348111658
0,0.984581498,0.057268722,-5.6,0.0792,0.0533,0.050660793,0.078299776,1,0.79,2,6.32,17.27,2.185022026
0,0.142119889,2.313616514,17.6,0.2971,0.2849,0.431917428,0.002793296,0.206816869,3.84,0.99,6.35,46.93,0.50535927
0,0.566110398,1.29139923,13.6,0.2728,0.3129,0.605905006,0.052154195,0.942307692,0.06,0.73,65.526,6.14,0.03465982
0,0.605820106,0.952380952,2.9,0.0399,2.17464,0.386243386,0.18231441,0.689759036,0.45,1.45,6.85,15.83,0.272486772
0,0.265638389,2.042844901,13.7,0.0353,0.0533,0.485861183,0.061290323,0.600775194,0.66,0.93,7.65,33.25,0.176520994
0,0.120230382,1.525197984,11.2,-0.1736,0.0533,0.378689705,0.25,0.144338807,5.93,1.65,5.04,8.92,0.712742981
0,0.319971871,3.128691983,18.85,0.0792,0.0533,0.657524613,0.183516484,1,0.79,1.23,6.32,17.27,0.697609001
0,0.58778626,2.916030534,15.3,0.166,0.1688,0.135877863,0.932467532,0.878995434,0.14,0.59,16.1,14.37,0.080916031
0,0.767676768,1.232323232,8,0.0306,0.0533,0.335016835,0.028508772,0.913827655,0.09,2.9,9.65,16.26,0.072390572
0,0.255530973,1.646017699,12.5,0.0792,0.0216,0.530973451,0.004329004,0.571782178,0.75,0.57,6.32,17.27,0.191371681
0,0.34387047,3.913646877,10,0.0792,0.0533,0.473400154,0.187219731,0.389179756,1.57,1.21,6.32,17.27,0.539707016
0,0.031858407,0.690265487,13.6,0.0792,0.4706,0.739823009,0.222222222,0.040540541,10.75,0.98,3.29,53.91,0.755752212
0,0.272433306,0.875505255,30.5,0.60716,0.0533,0.677445432,0.247774481,0.34742268,1.88,1.49,5.85,30.32,0.511721908
0,0.25030303,1.000606061,14.8,0.5987,0.1114,0.249090909,0.202179177,0.311228335,2.21,1.04,7.92,4.59,0.553939394
0,0.907662083,8.740667976,18.85,0.0792,0.0533,1.836935167,0.180735931,1,0.79,1.23,6.32,17.27,1.94891945
0,0.866108787,0.368200837,5.8,0.1277,0.00532,0.292887029,0.038647343,1,0.79,5.46,6.32,2.192,2.075313808
0,0.096219931,1.115120275,7.8,0.3833,0.0533,0.177548683,0.49702381,0.183606557,4.45,1.03,9.07,2.41,0.427835052
0,0.218214075,1.496156121,14.8,0.33,0.0678,0.452395033,0.035230352,0.389651531,1.57,1.18,4.13,28.81,0.34180958
0,0.191441441,0.758558559,7.4,0.0047,0.0729,0.505855856,0.004705882,0.290697674,2.44,1.46,2.51,6.68,0.467117117
0,0.866171004,0.457249071,21.2,0.5628,0.0533,0.029739777,1.015021459,1,0.79,0.44,6.32,17.27,1.843866171
0,0.20233463,2.364202335,12.5,0.4,0.0533,0.283268482,0.321153846,0.538302277,0.86,0.89,19.16,211.56,0.173540856
0,0.277882798,1.724637681,9.8,0.0657,0.7029,0.333963453,0.006802721,0.395870736,1.53,1.14,7.08,12.18,0.424070573
0,0.372369625,2.320219579,4.9,0.0594,0.0533,0.320219579,0.004914005,0.451219512,1.22,1.36,18.51,15.18,0.452881976
0,0.51891253,1.437352246,6,0.0937,1.7585,0.349881797,0.109339408,0.697933227,0.43,1.19,9.38,49.32,0.224586288
0,0.430278884,2.725099602,7.1,0.0865,0.0255,0.206175299,0.189814815,0.709359606,0.41,1.56,12.52,9.43,0.176294821
0,0.962655602,0.398340249,1.2,0.0195,0.0948,0.033195021,0.179956897,0.978902954,0.03,5.766,2.41,7.85,0.020746888
0,0.068530702,1.878837719,14.1,0.3372,2.172,0.197916667,0.334,0.119904077,7.34,1.02,5.45,30.88,0.503015351
0,0.225653207,0.746437055,10.1,0.0679,0.0533,0.541567696,0.065789474,0.295719844,2.38,0.91,3.6,19.92,0.537410926
0,0.776,1.45,11.2,0.214,0.6418,0.194,0.215206186,1,0.79,3.44,7.76,33.69,1.984
0,0.575641026,1.733333333,6.6,0.0792,0.0533,0.583333333,0.011135857,0.910750507,0.1,1.04,6.32,17.27,0.056410256
0,0.811091854,1.752166378,2.4,0.0152,0.0533,0.214904679,0.235042735,1,0.79,2.92,5.32,19.39,1.719237435
0,0.969635628,9.006072874,18.85,0.0792,0.0533,1.892712551,0.174321503,1,0.79,5.766,6.32,17.27,2.008097166
0,0.344766931,1.572559367,2.4,0.0286,0.00532,0.149516271,0.010204082,0.568940493,0.76,1.14,4.78,32.62,0.26121372
0,0.417426545,1.482269504,9,0.1211,0.2743,0.286727457,0.202669903,0.461366181,1.17,1.1,10.59,15.81,0.48733536
0,0.082842073,2.04654049,7.9,0.1302,0.00532,0.051815079,0.312734082,0.205069124,3.88,1.41,4.94,18.7,0.321129383
0,0.213999108,1.09674543,12.3,0.0042,0.00532,0.7039679,0.173958333,0.322147651,2.1,0.89,13.53,102.37,0.45028979
0,0.06152648,2.928997923,28.3,0.3002,2.0802,0.306334372,0.008438819,0.137630662,6.27,0.72,13.33,18.96,0.385514019
0,0.177992109,1.021043402,25,0.1475,0.0533,0.416922402,0.408866995,0.268874172,2.72,0.88,6.19,11.41,0.483998246
0,0.29118541,1.777507599,14,0.164,0.0533,0.116109422,0.002087683,0.499478624,1,1.41,3.27,9.13,0.291793313
0,0.202667814,0.788296041,25.5,0.6058,0.0533,0.579604131,0.004246285,0.55346651,0.81,1.63,4.09,45.24,0.163511188
0,0.183989385,2.301636444,13.3,0.1652,0.0313,0.261831048,0.200721154,0.212461696,3.71,1.74,7.84,74.37,0.681999115
