default,nw.ta,inc.na,cashp,pat.nw,contl.nw,fa.ta,inv.nw,nw.ce,debt.equity,current.r,debtr.turn,goods.turn,debt.ta
0,0.570852535,1.794354839,35.3,0.0792,0.0121,0.483870968,0.040363269,0.680631868,0.47,1.36,6.32,17.27,0.264976959
0,0.459607485,1.015974441,51.3,0.2354,0.576,0.571884984,0.082919563,0.554210237,0.8,1.68,7.14,23.62,0.065267001
0,0.502276176,0.769347496,8.1,0.003,0.287,0.446636318,0.03121853,0.629676601,0.59,1.82,8.23,16.11,0.295397066
0,0.366641045,2.193697156,8.4,0.0549,0.0451,0.112221368,0.6278826,0.519607843,0.92,0.54,65.526,11.54,0.338970023
0,0.298447205,4.042546584,14.4,0.0779,0.0533,0.240993789,0.086888658,0.631406045,0.58,0.8,65.526,72.15,0.174223602
0,0.492768595,1.029442149,21.8,0.0915,0.1184,0.242768595,0.087526205,0.693313953,0.44,1.53,3.81,2.93,0.217975207
0,0.469592808,2.883659439,12.6,0.0759,0.0533,0.245372819,0.094031532,0.887112887,0.13,1.72,5.92,26.05,0.059756742
0,0.381640625,1.489453125,21.3,0.0686,0.0533,0.63125,0.085465711,0.42093925,1.38,2.82,11.66,23.65,0.525
0,0.460424385,0.833614011,-18,-0.4191,0.0198,0.328393398,0.001463058,0.612729718,0.63,1.28,2.16,4.97,0.291007073
0,0.35331992,1.253521127,19,0.1337,0.1025,0.310663984,0.003416856,0.531476998,0.88,1.45,4.66,178.05,0.311468813
0,0.411030596,0.955716586,10.4,0.0792,0.0069,0.290660225,0.081782566,0.503203549,0.99,1.26,6.32,17.27,0.405797101
0,0.235124414,4.489001082,26.3,0.197,0.5291,0.225748287,0.128067485,0.845654994,0.18,0.96,10.71,27.45,0.042913812
0,0.162409138,1.053582555,23.6,0.1487,0.2123,0.457943925,0.106777494,0.265715257,2.76,1,4.18,7.61,0.448805815
0,0.59168242,0.743541273,10.3,0.0491,0.0852,0.41020794,0.095846645,0.769041769,0.3,2.09,3.53,17.86,0.177693762
0,0.330890436,1.186515207,26.7,0.2291,1.0598,0.243679003,0.066445183,0.549939099,0.82,1,5.51,17.27,0.270795163
0,0.182542557,1.601412532,28.9,0.1596,0.0533,0.184896777,0.082837302,0.386206897,1.59,1.23,8.28,8,0.290112278
0,0.566808511,0.811489362,8.9,0.0484,0.3731,0.06212766,0.701201201,0.651663405,0.53,1.63,4.1,63.96,0.302978723
0,0.94041708,0.239324727,8.9,0.074,0.2439,0.562065541,0.090813094,0.996842105,0.79,0.49,57.71,51.7,0.007944389
0,0.01723999,1.288729558,-2.5,-0.62036,1.014,0.529928301,0.257009346,0.024875044,10.75,1.02,4.38,86.38,0.675823733
0,0.309131978,0.96321394,24.2,0.0547,1.5104,0.561794127,0.052192067,0.410454156,1.44,1.25,8.36,106.36,0.444014198
0,0.444087993,1.313473877,52.8,0.284,0.0733,0.587534372,0.086171311,0.506534239,0.97,1.42,31.47,103.57,0.432630614
0,0.274247492,1.049689441,17.4,0.0792,1.0958,0.189679885,0.003484321,0.552986513,0.81,0.83,6.32,17.27,0.221691352
0,0.233204846,1.84719163,25.2,0.2737,0.2869,0.260462555,0.005903188,0.400472813,1.5,1.09,11.08,5.46,0.349118943
0,0.262283972,1.852253473,29.2,0.1726,0.0568,0.34632328,0.107881137,0.335791757,1.98,1.24,4.89,20.21,0.518807184
0,0.388279773,0.575803403,-13.2,-0.2565,0.0533,0.712287335,0.081304771,0.459302326,1.18,0.31,52.77,105.89,0.457088847
0,0.639975171,0.885785227,2.5,0.001,0.1086,0.166977033,0.07371484,0.881950385,0.13,2.17,6.72,21.88,0.08566108
0,0.279232112,1.784293194,28,0.1905,0.0533,0.30052356,0.0025,0.380589914,1.63,1.12,5.8,18.41,0.454450262
0,0.746248295,1.491814461,2.9,0.0045,0.1472,0.062755798,0.478976234,0.992740472,0.03,2.29,5.73,15.62,0.005457026
0,0.443845463,1.566936208,15.4,0.0413,0.0533,0.51572327,0.001012146,0.648719632,0.54,1.36,60.09,4.79,0.24034142
0,0.376492195,1.712121212,57.4,0.0792,1.0585,0.424242424,0.024390244,0.464589235,1.15,1.86,6.32,17.27,0.433884298
0,0.352032247,1.520658381,9.3,0.0389,0.1393,0.16459523,0.000954198,0.44959245,1.22,1.13,4.92,56.35,0.430970776
0,0.919270833,0.671875,2.8,-0.0066,0.1889,0.3828125,0.07884797,1,0.79,5.766,2.79,305.334,0.861111111
0,0.284948296,0.466104941,9.9,0.0054,0.0995,0.675220222,0.112231183,0.61589404,0.62,1.04,10.81,13.19,0.17770969
0,0.529243119,1.782683486,1.3,0.0792,0.1528,0.288990826,0.090465872,0.774979009,0.29,1.55,6.32,17.27,0.153669725
0,0.835102041,1.774693878,14.1,0.0234,0.1955,0.342857143,0.295210166,0.978947368,0.03,3.15,10.15,17.27,0.017959184
0,0.309350238,2.208240887,38.1,0.0602,0.8637,0.379397781,0.085553279,0.335972461,1.98,3.39,50.3,8.73,0.61141046
0,0.197183099,2.551408451,45,0.60716,0.0533,0.291549296,0.167857143,0.790960452,0.26,0.96,5.17,79.35,0.052112676
0,0.38189609,0.911622924,37.1,0.60716,0.4278,0.518478843,0.117110799,0.537302185,0.86,2,8.44,19.34,0.328869845
0,0.311428571,1.921587302,25.7,0.029,0.0533,0.564444444,0.001019368,0.34086171,1.93,1.88,17.17,24.76,0.538730159
0,0.045682303,0.070895522,47.8,0.60716,0.1342,0.94141791,0.246207701,0.775565611,0.29,0.46,65.526,3.81,0.013219616
0,0.412673267,1.32039604,8.7,0.0223,0.0365,0.405148515,0.097888676,0.505825243,0.98,1.2,4.73,7.84,0.403168317
0,0.117554859,0.001880878,-9.1,-0.0617,0.3724,0.802507837,0.977777778,0.529411765,0.89,0.31,6.32,17.27,0.104493208
0,0.995831162,2.318394997,-0.6,-0.1917,0.0533,0.008337676,0.043694401,1,0.79,1,6.32,17.27,0.516935904
0,0.225277162,3.037028825,18.9,0.0959,1.7037,0.2172949,0.082185039,0.541001065,0.85,0.5,24.7,8.41,0.19113082
0,0.275322284,2.081952118,16.4,0.0782,0.00532,0.347605893,0.139632107,0.335766423,1.98,1.47,10.45,25.63,0.5446593
0,0.436008053,1.877192982,32.1,0.1907,0.0257,0.238136324,0.001319261,0.944548287,0.06,1.35,4.97,17.27,0.025596779
0,0.320974576,2.093220339,19.8,0.1939,0.5501,0.211158192,0.091859186,0.498355263,1.01,1.36,12.22,2.62,0.32309322
0,0.446821901,1.173694147,39.3,0.5109,0.4127,0.510383889,0.004225352,0.682036503,0.47,0.84,19.2,22.19,0.208307111
0,0.562055768,1.261891744,15.6,0.1525,0.036,0.353198469,0.081225681,0.83171521,0.2,1.41,2.96,143.17,0.113723346
0,0.577464789,6.078548212,57.5,0.60716,0.0533,0.289815818,0.078330206,0.705026455,0.42,1.99,44.96,80.15,0.241603467
0,0.988107037,2.345887017,26.3,0.0792,0.0533,0.015857284,0.470411234,1,0.79,5.766,6.32,17.27,0.983151635
0,0.413108242,1.539721946,19.9,0.2051,0.2139,0.434955313,0.100360577,0.595561918,0.68,1.02,7.9,305.334,0.280536246
0,0.427261359,0.807836599,9.7,0.0388,0.0533,0.342642768,0.005853659,0.498298493,1.01,0.89,2.26,20.65,0.430179241
0,0.326496674,1.343403548,80.3,0.60716,0.1766,0.189855876,0.070882852,0.713939394,0.4,0.75,4.13,305.334,0.130820399
0,0.3591714,2.152021383,-0.7,0.0254,0.4,0.141663882,0.19627907,0.620311598,0.61,1.46,22.77,11.03,0.219846308
0,0.059347181,1.532485938,286.3,0.60716,0.4664,0.648212941,0.062313433,0.131721223,6.59,1.03,27.04,31.41,0.391204216
0,0.786458333,1.1875,15.1,0.1253,0.0533,0.669791667,0.035761589,0.993421053,0.03,0.78,14.81,22.24,0.008333333
0,0.189077459,0.726501305,49.9,0.2039,0.3464,0.577023499,0.003452244,0.224722007,3.45,1.62,6.58,49.25,0.652306353
0,0.412887828,1.789294238,-18,0.0792,0.00532,0.057620184,0.06895128,0.827185792,0.21,1.51,6.32,17.27,0.086259802
0,0.39628483,0.888931889,3,-0.026,0.0107,0.179179567,0.000976563,0.558038147,0.79,1.42,1.92,31.04,0.290634675
0,0.215996578,1.378956373,21.8,0.2248,0.0533,0.05988024,0.02970297,0.287421742,2.48,1.4,2.18,13,0.535500428
0,0.580363147,1.802958978,17.3,0.1669,0.0232,0.263618023,0.001158749,0.846908734,0.18,2.29,5.07,15.87,0.104909213
0,0.627436823,1.40433213,20.7,0.1644,0.0533,0.397833935,0.240506329,0.675738725,0.48,1.08,20.32,44.43,0.301083032
0,0.578078963,1.473187979,19.1,0.1468,0.4567,0.228049499,0.085117227,0.838461538,0.19,2.11,4.99,305.334,0.111373011
0,0.225797101,0.305507246,24.9,0.2241,0.0372,0.498550725,0.107188703,0.431818182,1.32,0.31,7.87,25.75,0.297101449
0,0.39596137,1.751975417,29.4,0.2827,0.5676,0.417032485,0.092572062,0.729773463,0.37,0.94,7.17,21.4,0.146619842
0,0.525064599,1.250645995,21.3,0.0557,0.065,0.5374677,0.082185039,0.806349206,0.24,1.42,4.55,28.73,0.126098191
0,0.293495298,1.934561129,20.3,0.1962,0.1135,0.31700627,0.111481976,0.799359658,0.25,1,4.73,78.44,0.073667712
0,0.333217873,2.128507101,14.8,0.1112,0.0533,0.125389678,0.086798337,0.398343685,1.51,1.67,5.27,40.53,0.503290613
0,0.978764479,0.404440154,10.9,0.062,0.0533,0.322393822,0.08234714,1,0.79,5.766,4.53,7.87,0.957528958
0,0.224869383,3.303030303,11.9,0.0525,0.3494,0.198119122,0.068773234,0.357831726,1.79,2.54,9.46,12.68,0.403552769
0,0.295554164,0.462429555,13.5,0.0389,0.0533,0.302755166,0.08845339,0.562909958,0.78,1,6.16,6.18,0.229492799
0,0.30990099,2.707920792,5.6,0.1022,0.0533,0.118811881,0.022364217,0.387376238,1.58,1.35,5.42,37.9,0.49009901
0,0.193582325,1.791425565,9.8,0.2812,0.9497,0.151499211,0.779891304,0.295938882,2.38,1.08,4.61,272.96,0.46054708
0,0.468725567,0.835418296,36.7,0.3304,0.3578,0.397576231,0.149291076,0.597409068,0.67,0.94,5.99,6.2,0.237685692
0,0.60247093,1.404069767,22.7,0.2745,0.0533,0.117732558,0.100723764,0.843336724,0.19,2.07,5.14,24.34,0.111918605
0,0.195181375,1.671900379,28.6,0.0792,0.1789,0.273416351,0.115811373,0.307200682,2.26,1.14,6.32,17.27,0.440173254
0,0.898829431,0.256688963,-2,-0.0323,0.0409,0.178093645,0.077674419,1,0.79,2.32,2.41,2.93,0.829431438
0,0.407407407,0.652896486,23.6,0.2329,0.0932,0.320987654,0.045454545,0.613733906,0.63,1.11,5.77,17.27,0.256410256
0,0.334442596,2.284858569,38.7,0.2486,0.00532,0.434276206,0.083084577,0.492164545,1.03,1.39,17.3,25.84,0.345091514
0,0.403255814,1.337209302,24,0.2711,0.7889,0.291162791,0.096309112,0.735368957,0.36,1.3,4.07,62.03,0.145116279
0,0.407256572,1.856719733,35.2,0.2262,0.00532,0.363939282,0.023636364,0.605060506,0.65,1.61,52.54,83.93,0.265827471
0,0.793604651,0.601744186,4.9,0.1338,0.022,0.292877907,0.408424908,0.988235294,0.03,0.86,24.88,5.21,0.009447674
0,0.444816054,1.135033445,2.5,0.0142,0.0533,0.053929766,0.003759398,0.995322732,0.79,0.94,5.16,9.13,0.003344482
0,0.378700658,1.095805921,10.8,0.0476,0.0533,0.231907895,0.090662324,0.895043732,0.12,0.86,5.78,293.89,0.044407895
0,0.97785651,3.940655447,18.85,0.0792,2.17464,0.828166519,0.075634058,0.995491434,0.79,3,6.32,17.27,0.007085917
0,0.484708598,1.930178881,-18,0.0012,0.575,0.138488171,0.053571429,0.790216369,0.27,1.48,5.42,109.26,0.128678592
0,0.163618709,1.441495388,22.1,0.0997,0.0533,0.363327399,0.036597428,0.249506417,3.01,2.34,6.06,5.18,0.492150833
0,0.357324301,1.940728196,39.3,0.3565,0.3306,0.198137172,0.098933649,0.95583239,0.05,1.07,5.76,23.59,0.016511431
0,0.101301538,0.731864931,6.9,-0.2897,0.0533,0.490670793,0.119496855,0.118808711,7.42,0.81,5.69,2.61,0.733139164
0,0.833707865,3.33258427,18.85,0.0792,0.0476,0.757303371,0.075022462,0.899757478,0.11,0.31,6.32,17.27,0.092883895
0,0.517697027,2.146295422,5.2,0.0377,1.3345,0.026899481,0.015496809,0.701855406,0.42,3.25,8.12,5.85,0.219915054
0,0.145334113,1.265147087,34.6,0.0758,0.7064,0.502435223,0.111930295,0.185433756,4.39,1.14,5.71,14.33,0.612896941
0,0.344705504,1.662375282,8.8,0.0355,0.0336,0.102349533,0.010270775,0.481132075,1.08,1.21,3.88,39.85,0.371741229
0,0.20786263,1.854948034,14.6,0.1077,0.137,0.230456394,0.004347826,0.304635762,2.28,1.16,4.15,22.42,0.474469047
0,0.573889393,1.172710789,16.3,0.1261,0.184,0.089301904,0.415481833,0.79125,0.26,1.31,20.43,16.08,0.151405258
0,0.659873507,0.308503162,-18,-0.1481,0.0533,0.076598735,1.32800852,0.722307692,0.38,0.42,65.526,2.192,0.253689389
0,0.254083485,1.3573049,43.9,0.4333,0.0786,0.081669691,0.074553571,0.394227385,1.54,1.23,3.61,14.75,0.390426497
0,0.311313591,1.106302202,14.8,0.106,0.0378,0.385345482,0.101829268,0.406141654,1.46,1.15,6.26,104.08,0.3420653
0,0.143135979,2.389937107,36.9,0.2354,0.0288,0.149859033,0.003030303,0.350690755,1.85,1.12,5.78,28.7,0.265018434
0,0.603426396,1.620558376,11.2,0.1006,0.0533,0.134517766,0.729758149,0.84159292,0.19,1.1,7.27,25.02,0.11357868
0,0.163657771,1.026687598,19.4,0.0792,0.4317,0.421899529,0.200239808,0.288381743,2.47,1.05,6.32,17.27,0.403846154
0,0.597579425,0.32526475,33.1,0.2911,0.0599,0.008068583,0.001687764,0.888972243,0.12,4.57,3.28,17.27,0.074634392
0,0.153383214,0.885165908,33.3,0.2678,0.2853,0.51870527,0.08854719,0.275569842,2.63,0.85,6.73,32.08,0.40322056
0,0.253206454,0.552337609,26.9,0.019,0.7647,0.29437319,0.068218954,0.351320321,1.85,2.49,1.43,17.27,0.181009516
0,0.901369863,0.112328767,2.9,-0.024,0.0533,0.885616438,0.063449848,0.979166667,0.03,0.98,3.39,17.27,0.019178082
0,0.605454545,1.621818182,11.8,0.1411,0.0533,0.351515152,0.125125125,0.962427746,0.04,1,4.82,125.12,0.023636364
0,0.78207608,0.120567376,1,-0.0373,0.0533,0.471308833,0.068837593,0.984577922,0.03,5.766,1.312,58.97,0.012250161
0,0.296676737,4.187613293,27.6,0.1655,0.0533,0.102114804,0.017311609,0.422729229,1.37,1.33,10,23.5,0.405135952
0,0.514153132,0.27099768,6.7,0.0228,0.0469,0.220417633,0.279783394,0.747134187,0.34,0.32,6.92,128.04,0.174013921
0,0.665387076,1.197696737,11.1,0.0493,0.0058,0.381957774,0.080288462,0.993314231,0.03,2.8,2.71,34.34,0.005118362
0,0.138974503,0.789576912,6.7,0.0515,0.5534,0.018492575,0.084173387,0.391475927,1.55,1.28,1.92,17.27,0.216026898
0,0.25731672,3.694581281,12.6,0.113,0.3345,0.1663286,0.019144144,0.364083641,1.75,1.2,12.66,20.9,0.449434946
0,0.456581532,1.522200393,16.9,0.0689,0.0181,0.426719057,0.018932874,0.633933442,0.58,1.71,4.41,47.53,0.263654224
0,0.267015707,3.432111693,39.6,0.5458,0.915,0.158464223,0.109150327,0.430016863,1.33,1.69,18.56,13.86,0.353926702
0,0.795010115,0.434929198,4.1,0.0008,0.0533,0.435603506,0.079728584,0.995777027,0.79,2.72,1.59,86.88,0.005394471
0,0.235836331,2.170188849,50.4,0.2432,0.2326,0.558678058,0.005719733,0.412667191,1.42,0.44,14.83,105.16,0.335656475
0,0.264670296,0.782516636,17.8,0.0792,0.08,0.614640048,0.095428571,0.772968198,0.29,0.95,6.32,17.27,0.077737447
0,0.317979198,1.531946508,47.9,0.1081,0.00532,0.482615156,0.078037383,0.358939953,1.79,2.09,7.45,18.93,0.567904903
0,0.166029207,0.977573018,67,0.3166,0.7225,0.444193324,0.087434555,0.232077764,3.31,1.21,5.86,16.83,0.549374131
0,0.30621884,1.167410129,-0.1,-0.0077,0.0533,0.04067174,0.071550985,0.389389389,1.57,4.98,6.32,17.27,0.480188927
0,0.227481285,2.078000483,35.9,0.4072,0.1189,0.261772519,0.088641189,0.358583936,1.79,0.83,9.69,17.27,0.406906544
0,0.964285714,0.161149826,14.2,0.1136,0.0533,0.177700348,0.295392954,0.986631016,0.03,5.766,65.526,2.192,0.013066202
0,0.218314812,0.850752567,43.8,0.1983,0.6688,0.45505697,0.053801546,0.242121685,3.13,1.28,7.7,8.46,0.683359122
0,0.437891189,1.307896004,13.5,0.0504,0.0346,0.331969186,0.2737768,0.570219436,0.75,1.05,16.33,12.61,0.330043332
0,0.229546792,0.723955268,71.6,0.60716,0.5718,0.575632725,0.012820513,0.561555076,0.78,0.59,7.1,6.22,0.175103002
0,0.316337149,1.4578564,16,0.0158,0.2582,0.380593132,0.068667763,0.44298725,1.26,1.22,4.3,15.81,0.397762747
0,0.351108765,1.967001056,8.5,-0.0253,0.0316,0.409978881,0.070676692,0.441567065,1.26,2.21,17.97,58.09,0.444033791
0,0.729532164,0.597953216,26.6,0.1647,0.0533,0.736111111,0.083667335,0.799039231,0.25,1.76,5.81,102.57,0.183479532
0,0.17343721,0.873863847,48.1,0.2627,0.0533,0.493971434,0.037433155,0.313653137,2.19,0.38,19.08,24.43,0.379521425
0,0.365271419,1.038587312,18.8,0.0594,0.0533,0.435905821,0.079677708,0.483759203,1.07,1.07,5.51,84.72,0.389797253
0,0.476501305,0.334856397,13,0.0115,0.0533,0.258159269,0.001369863,0.559172731,0.79,1.77,5.61,10.47,0.375652742
0,0.19078341,2.55,45.6,0.0792,0.0533,0.353456221,0.100845411,0.305760709,2.27,1.19,6.32,17.27,0.433179724
0,0.240668524,0.645682451,4.2,0.0023,0.0347,0.412256267,0.081018519,0.319763138,2.13,1.15,4.13,2.33,0.511977716
0,0.231637259,1.834837915,20.7,0.0134,0.0478,0.195732458,0.013286094,0.399363283,1.5,1.43,14.79,7.25,0.348379155
0,0.37150838,1.355546688,25.1,0.1813,0.0752,0.297685555,0.354457573,0.559159159,0.79,0.84,5.38,96.69,0.292897047
0,0.092026973,2.777865926,28.6,0.60716,0.0533,0.2701309,0.137931034,0.117112569,7.54,1.12,7.52,305.334,0.693772313
0,0.747974068,1.653160454,27.2,0.3186,0.0533,0.20178282,0.090465872,0.95746888,0.04,3.87,3.68,11.82,0.033225284
0,0.523595506,0.56928839,6.6,0.0359,0.0758,0.594756554,0.119456366,0.696909272,0.43,0.7,5.62,10.53,0.227715356
0,0.149438344,1.624384703,34.1,0.1022,0.3041,0.209264168,0.022804054,0.250370057,2.99,1,6.53,17.1,0.447431528
0,0.218464157,3.707934482,19.8,0.0904,0.0533,0.272282493,0.081304771,0.369026231,1.71,1.28,16.58,15.59,0.373537545
0,0.418652424,1.113804437,32.3,0.0873,0.4298,0.214050945,0.465161923,0.749264706,0.33,0.32,35.68,305.334,0.132292523
0,0.254968882,0.065649468,-18,-0.1433,0.0598,0.758883758,0.065748031,0.497843983,1.01,0.81,6.13,5.85,0.257177274
0,0.484818318,2.925335988,18.3,0.1901,0.1879,0.034843206,0.003080082,0.681118881,0.47,1.6,6.32,70.68,0.226978596
0,0.231499051,1.632932743,40.4,0.249,0.3998,0.282099937,0.103825137,0.511411272,0.96,0.83,6.46,15.96,0.221168037
0,0.3865516,1.194174757,34.3,0.2537,0.1442,0.329737504,0.00744186,0.528255528,0.89,1.47,3.78,59.53,0.237324703
0,0.354363208,1.64504717,10.9,0.0879,0.0533,0.281839623,0.138935108,0.402006689,1.49,5.17,3.18,11.38,0.527122642
0,0.6,0.548328267,21.3,0.0792,0.00532,0.163525836,0.084599797,0.952702703,0.05,1.45,6.32,17.27,0.029787234
0,0.189958311,1.346202646,80.3,0.1454,0.1851,0.486133768,0.001908397,0.223740393,3.47,1.51,13.92,9.28,0.51404749
0,0.195191884,2.244596383,24.4,0.2333,0.1017,0.137847375,0.006779661,0.436605821,1.29,0.97,8.81,7.04,0.247684164
0,0.32799783,0.915897992,10.5,0.0041,1.2639,0.142159523,0.204301075,0.40019861,1.5,1.26,4.28,2.77,0.491589799
0,0.223998092,1.003101145,26.7,0.1031,0.7061,0.476622137,0.088924388,0.31237525,2.2,0.94,5.65,24.38,0.493082061
0,0.393243686,3.14791735,12.9,0.1418,0.3003,0.330600197,0.083402836,0.524956217,0.9,0.93,33.43,305.334,0.175467366
0,0.286080273,1.515513806,66.3,0.1966,0.0348,0.463706234,0.083084577,0.382857143,1.61,1.45,7.8,33.66,0.404212923
0,0.206134745,0.858316597,38.6,0.0328,1.4455,0.772138032,0.057573074,0.236886278,3.22,0.87,53.07,16.06,0.664049662
0,0.207738542,2.114575507,48.3,0.60716,2.17464,0.16040571,0.150994575,0.854714065,0.17,0.92,11.52,17.27,0.035311796
0,0.052327262,1.024284475,27.1,0.0792,1.1878,0.092512287,8.73480663,0.066495224,10.75,1.28,10.18,305.334,0.425556519
0,0.706155633,1.009291521,3.4,0.0792,0.0099,0.162020906,0.068667763,0.839779006,0.19,1.97,6.21,5.58,0.134727062
0,0.380747744,0.925225612,13.6,0.0915,0.0533,0.41168887,0.013544018,0.533413606,0.87,1.37,5.11,17.27,0.333046841
0,0.664179104,0.866245695,8.7,0.037,0.0533,0.421928817,0.133967156,0.862146051,0.16,2.1,6.58,20.11,0.10619977
0,0.330188679,1.000912964,38.8,0.1015,0.0839,0.450699939,0.074654378,0.4375,1.29,1.6,4.33,26.23,0.409007912
0,0.320983607,2.117377049,30,0.2207,0.3289,0.36295082,0.083758938,0.663279133,0.51,1.21,9.63,10.58,0.16295082
0,0.618666667,1.171333333,50.3,0.5059,0.2274,0.632,0.033405172,0.994640943,0.03,1.43,18.56,76.21,0.005333333
0,0.646898803,2.013601741,16.8,0.0474,0.0533,0.335146899,0.003364172,0.951961569,0.05,1.84,5.24,305.334,0.032644178
0,0.40084801,1.064253098,9.1,0.0203,0.0533,0.348336595,0.081366965,0.427775844,1.34,1.78,5.09,33.32,0.536203523
0,0.233182791,1.789874019,30.4,0.1511,0.2416,0.195626337,0.085117227,0.41270509,1.42,0.99,6.02,18.33,0.331827906
0,0.449042146,1.153256705,22,0.0172,0.0375,0.544061303,0.071245734,0.49078727,1.04,1.17,7.99,31.59,0.465900383
0,0.561229101,1.234523272,1.1,0.0792,0.1908,0.169905106,0.067230274,0.713383113,0.4,1.13,7.43,12.05,0.225485766
0,0.254849498,2.090523969,33.9,0.1295,0.336,0.303901895,0.050743657,0.433118606,1.31,1.26,8.89,44.56,0.333556299
0,0.42967033,0.975091575,34.4,0.0792,0.0205,0.443223443,0.007672634,0.642739726,0.56,1.57,6.32,17.27,0.238827839
0,0.494515539,1.033820841,32.6,0.2741,0.1664,0.320383912,0.077171904,0.544539507,0.84,1.05,11.14,150.27,0.413619744
0,0.20038835,0.753398058,51.1,0.0792,0.0533,0.296893204,0.080910853,0.220183486,3.54,1.55,6.32,17.27,0.709708738
0,0.445195195,1.993243243,11.6,0.0695,0.0533,0.137387387,0.070404722,0.538356786,0.86,2.24,4.25,34.82,0.381756757
0,0.995777027,0.148648649,-3.5,-0.0143,0.0533,0.018581081,0.960135708,1,0.79,1.75,1.312,5.69,0.837837838
0,0.200801813,1.714136308,13.6,0.0316,1.4575,0.196269827,0.233506944,0.354461538,1.82,0.96,11.02,10.91,0.352623322
0,0.545865341,1.494351559,40.7,0.1641,0.0513,0.425666516,0.069122517,0.612886859,0.63,2.53,7.08,24.7,0.322187076
0,0.316924779,0.644358407,13,0.04,0.0533,0.376659292,0.046247818,0.49912892,1,1.64,4.51,18.86,0.318030973
0,0.211651523,1.23677178,41.2,0.2135,0.0093,0.251380723,0.167508418,0.380525304,1.63,1.21,6.43,8.96,0.344557278
0,0.223351159,0.908912656,87.3,0.4872,0.0533,0.611942959,0.066640064,0.296568047,2.37,1.27,9.76,5.29,0.529768271
0,0.439382807,0.325863336,6.5,0.0474,0.0533,0.058412932,0.242474916,0.644743935,0.55,0.7,5.41,17.27,0.242101396
0,0.589728794,3.215233699,12.2,0.0369,0.0538,0.4050779,0.083170254,0.784343822,0.27,1.11,27.96,57.16,0.162146567
0,0.37125163,2.151238592,18.6,0.1127,0.7243,0.253911343,0.005267779,0.587416194,0.7,1.02,22.09,60.67,0.260756193
0,0.710075394,0.134338588,-0.8,0.0234,0.0251,0.862234407,0.080598456,0.781886792,0.28,0.41,35.71,6.17,0.198080877
0,0.5128313,1.46403029,15.1,0.0166,2.17464,0.238956668,0.068498769,0.749692497,0.33,1.25,3.46,6.41,0.171224232
0,0.213777546,2.540690613,15.4,0.0582,0.017,0.180461565,0.002435065,0.399740428,1.5,1.13,15.14,18.11,0.321013361
0,0.299399485,0.536459823,30.8,0.0439,0.8243,0.497569345,0.00191022,0.398098859,1.51,0.76,3.88,4.6,0.45267372
0,0.701775148,1.972189349,-18,0.0792,0.0533,0.159171598,0.075885329,0.870139398,0.15,5.37,6.32,17.27,0.104733728
0,0.281491286,0.999558791,41.7,0.0416,0.1034,0.737480697,0.065438871,0.391771569,1.55,1.15,7.68,298.33,0.400176484
0,0.512216031,3.703386198,27.2,0.0828,0.00532,0.3831976,0.069874477,1,0.79,1,16.86,305.334,0.425203601
0,0.518518519,2.470229723,21.1,0.1282,2.17464,0.448663854,0.001808318,0.726198293,0.38,1.32,9.75,122.68,0.195499297
0,0.318758815,1.022002821,33.8,0.1313,0.0673,0.502397743,0.000884956,0.452543052,1.21,0.93,5.55,16.29,0.38561354
0,0.447460256,1.001938736,20.4,0.1643,0.00532,0.658782474,0.000866551,0.502832244,0.99,1.54,44.47,39.78,0.442419542
0,0.253703,1.40220281,43.9,0.0792,0.0533,0.475503228,0.004491018,0.330693069,2.02,1.09,6.32,17.27,0.513482719
0,0.337924407,2.334401025,15,0.1006,1.8265,0.371236387,0.205687204,0.671974522,0.49,1.25,18.39,32.71,0.16495836
0,0.593673966,1.647201946,13.8,0.1298,0.0533,0.105839416,0.537909836,0.801313629,0.25,1.92,16.84,52.62,0.147201946
0,0.143536006,0.628487876,42.2,0.1017,0.2309,0.364201292,0.050933786,0.185511811,4.39,0.78,23.66,2.192,0.630193737
0,0.366651522,2.104497955,22.3,0.2518,0.083,0.157201272,0.103469641,0.464326812,1.15,1.42,7.1,33.39,0.42298955
0,0.623236124,1.547977422,26.3,0.1717,0.0098,0.253527752,0.063018868,0.760619977,0.31,1.69,65.526,53.42,0.196142992
0,0.19562506,0.972464741,22.9,0.0329,0.3462,0.18583901,0.023050515,0.345886344,1.89,1.11,5.11,34.43,0.36995107
0,0.325890617,2.248369293,2,-0.1743,2.17464,0.23833417,0.064280216,0.710224166,0.41,0.97,6.96,52.71,0.132965379
0,0.321003963,0.727873184,33.8,0.2071,0.4465,0.481505945,0.08590535,0.378504673,1.64,1.61,12.09,19.97,0.378467635
0,0.694110577,0.1171875,4.7,0.0122,0.0533,0.432091346,0.072294372,0.777777778,0.29,3.57,21.47,17.27,0.198317308
0,0.514851485,0.737425743,3.7,-0.0015,0.0533,0.11009901,0.015384615,0.619342544,0.61,1.55,1.49,5.6,0.316435644
0,0.401556925,2.421342848,25.6,0.1416,0.5032,0.266947778,0.003231018,0.67872807,0.47,0.87,18.57,27.64,0.190074603
0,0.36274829,2.478020189,16.9,0.0612,0.3851,0.389449691,0.074955117,0.518380642,0.93,1.15,57.86,33.32,0.337023771
0,0.061512448,0.421724681,45.9,0.1619,0.1137,0.459973179,0.002843602,0.083162541,10.75,0.93,65.526,2.192,0.678152877
