,date,close,curr_ratio,tot_debt_tot_equity,oper_profit_margin,asset_turn,ret_equity,sentiment,close_delta,close_direction,Stock_name
444,2016-02-02,122.94,1.2403,2.7655,22.1507,0.1996,30.9298,3,-1.5140591204037495,0,IBM
443,2016-02-03,124.72,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.4478607450789014,2,IBM
442,2016-02-04,127.65,1.2403,2.7655,22.1507,0.1996,30.9298,3,2.349262347658761,2,IBM
441,2016-02-05,128.57,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.7207207207207109,1,IBM
440,2016-02-08,126.98,1.2403,2.7655,22.1507,0.1996,30.9298,3,-1.2366804075600757,0,IBM
439,2016-02-09,124.07,1.2403,2.7655,22.1507,0.1996,30.9298,3,-2.291699480233116,0,IBM
438,2016-02-10,120.19,1.2403,2.7655,22.1507,0.1996,30.9298,3,-3.1272668654791613,0,IBM
437,2016-02-11,117.85,1.2403,2.7655,22.1507,0.1996,30.9298,3,-1.9469173808137143,0,IBM
436,2016-02-12,121.04,1.2403,2.7655,22.1507,0.1996,30.9298,3,2.7068307170131627,2,IBM
435,2016-02-16,122.74,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.4044943820224625,2,IBM
434,2016-02-17,126.1,1.2403,2.7655,22.1507,0.1996,30.9298,3,2.737493889522568,2,IBM
433,2016-02-18,132.45,1.2403,2.7655,22.1507,0.1996,30.9298,3,5.035685963521011,2,IBM
432,2016-02-19,133.08,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.47565118912799087,1,IBM
431,2016-02-22,133.77,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.5184851217312877,1,IBM
430,2016-02-23,132.4,1.2403,2.7655,22.1507,0.1996,30.9298,3,-1.024145922105109,0,IBM
429,2016-02-24,132.8,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.30211480362538196,1,IBM
428,2016-02-25,134.5,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.2801204819277021,2,IBM
427,2016-02-26,132.03,1.2403,2.7655,22.1507,0.1996,30.9298,3,-1.8364312267657983,0,IBM
426,2016-02-29,131.03,1.2403,2.7655,22.1507,0.1996,30.9298,3,-0.7574036203893054,1,IBM
425,2016-03-01,134.37,1.2403,2.7655,22.1507,0.1996,30.9298,3,2.5490345722353687,2,IBM
424,2016-03-02,136.3,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.4363325146982262,2,IBM
423,2016-03-03,137.8,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.1005135730007336,2,IBM
422,2016-03-04,137.8,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.0,1,IBM
421,2016-03-07,140.15,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.7053701015965124,2,IBM
420,2016-03-08,139.07,1.2403,2.7655,22.1507,0.1996,30.9298,3,-0.7706029254370407,1,IBM
419,2016-03-09,140.41,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.9635435392248534,1,IBM
418,2016-03-10,140.19,1.2403,2.7655,22.1507,0.1996,30.9298,3,-0.15668399686631926,1,IBM
417,2016-03-11,142.36,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.5478992795491946,2,IBM
416,2016-03-14,142.78,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.2950266928912528,1,IBM
415,2016-03-15,142.96,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.12606807676145595,1,IBM
414,2016-03-16,144.79,1.2403,2.7655,22.1507,0.1996,30.9298,2,1.280078343592602,2,IBM
413,2016-03-17,147.04,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.5539747220111886,2,IBM
412,2016-03-18,147.09,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.03400435255713504,1,IBM
411,2016-03-21,148.63,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.0469780406553755,2,IBM
410,2016-03-22,148.1,1.2403,2.7655,22.1507,0.1996,30.9298,3,-0.3565901904057062,1,IBM
409,2016-03-23,145.4,1.2403,2.7655,22.1507,0.1996,30.9298,3,-1.8230925050641382,0,IBM
408,2016-03-24,147.95,1.2403,2.7655,22.1507,0.1996,30.9298,3,1.7537826685006759,2,IBM
407,2016-03-28,148.4,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.30415680973302944,1,IBM
406,2016-03-29,149.33,1.2403,2.7655,22.1507,0.1996,30.9298,3,0.6266846361186029,1,IBM
405,2016-03-30,148.41,1.2403,2.7655,22.1507,0.1996,30.9298,3,-0.616085180472789,1,IBM
404,2016-03-31,151.45,1.2403,2.7655,22.1507,0.1996,30.9298,3,2.0483794892527407,2,IBM
403,2016-04-01,152.52,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.7065037966325663,1,IBM
402,2016-04-04,152.07,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.29504327301338645,1,IBM
401,2016-04-05,150.0,1.3738,3.0226,6.5082,0.1572,13.3758,3,-1.3612152298283642,0,IBM
400,2016-04-06,150.02,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.013333333333340153,1,IBM
399,2016-04-07,148.25,1.3738,3.0226,6.5082,0.1572,13.3758,3,-1.1798426876416546,0,IBM
398,2016-04-08,149.35,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.7419898819561512,1,IBM
397,2016-04-11,149.25,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.06695681285570426,1,IBM
396,2016-04-12,149.63,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.25460636515912594,1,IBM
395,2016-04-13,151.23,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.0693042839002835,2,IBM
394,2016-04-14,151.16,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.0462871123454296,1,IBM
393,2016-04-15,151.72,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.37046837787774695,1,IBM
392,2016-04-18,152.53,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.5338781966780927,1,IBM
391,2016-04-19,144.0,1.3738,3.0226,6.5082,0.1572,13.3758,3,-5.592342490001967,0,IBM
390,2016-04-20,146.11,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.4652777777777872,2,IBM
389,2016-04-21,149.3,1.3738,3.0226,6.5082,0.1572,13.3758,3,2.1832865649168416,2,IBM
388,2016-04-22,148.5,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.5358338914936446,1,IBM
387,2016-04-25,148.81,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.20875420875421027,1,IBM
386,2016-04-26,149.08,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.18143941939386482,1,IBM
385,2016-04-27,150.47,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.9323852964850995,1,IBM
384,2016-04-28,147.07,1.3738,3.0226,6.5082,0.1572,13.3758,3,-2.259586628563837,0,IBM
383,2016-04-29,145.94,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.768341606037938,1,IBM
382,2016-05-02,145.27,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.459092777853904,1,IBM
381,2016-05-03,144.13,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.7847456460384215,1,IBM
380,2016-05-04,144.25,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.08325816970790574,1,IBM
379,2016-05-05,146.47,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.5389948006932401,2,IBM
378,2016-05-06,147.29,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.5598416057895769,1,IBM
377,2016-05-09,147.34,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.03394663588839118,1,IBM
376,2016-05-10,149.97,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.7849871046558947,2,IBM
375,2016-05-11,148.95,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.6801360272054479,1,IBM
374,2016-05-12,148.84,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.07385028533063795,1,IBM
373,2016-05-13,147.72,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.7524858908895489,1,IBM
372,2016-05-16,149.46,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.1779041429731987,2,IBM
371,2016-05-17,148.0,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.9768499933092518,1,IBM
370,2016-05-18,147.34,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.44594594594594367,1,IBM
369,2016-05-19,144.93,1.3738,3.0226,6.5082,0.1572,13.3758,3,-1.6356725940002692,0,IBM
368,2016-05-20,147.25,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.6007727868626185,2,IBM
367,2016-05-23,146.77,1.3738,3.0226,6.5082,0.1572,13.3758,2,-0.32597623089982325,1,IBM
366,2016-05-24,148.31,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.049260748109281,2,IBM
365,2016-05-25,151.69,1.3738,3.0226,6.5082,0.1572,13.3758,3,2.279010181376843,2,IBM
364,2016-05-26,152.44,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.4944294284395807,1,IBM
363,2016-05-27,152.84,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.2623983206507516,1,IBM
362,2016-05-31,153.74,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.5888510861031181,1,IBM
361,2016-06-01,152.51,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.8000520359047861,1,IBM
360,2016-06-02,153.5,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.6491377614582711,1,IBM
359,2016-06-03,152.89,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.3973941368078265,1,IBM
358,2016-06-06,152.73,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.10465040224998143,1,IBM
357,2016-06-07,153.33,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.3928501276763064,1,IBM
356,2016-06-08,154.0,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.43696602100044835,1,IBM
355,2016-06-09,153.42,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.37662337662338474,1,IBM
354,2016-06-10,152.37,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.6843957763003409,1,IBM
353,2016-06-13,151.28,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.7153639167815209,1,IBM
352,2016-06-14,151.06,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.1454257006874662,1,IBM
351,2016-06-15,150.68,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.25155567324241723,1,IBM
350,2016-06-16,151.06,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.25219007167506996,1,IBM
349,2016-06-17,151.99,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.6156494108301382,1,IBM
348,2016-06-20,153.61,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.0658595960260573,2,IBM
347,2016-06-21,154.05,1.3738,3.0226,6.5082,0.1572,13.3758,3,0.2864396849163451,1,IBM
346,2016-06-22,152.92,1.3738,3.0226,6.5082,0.1572,13.3758,3,-0.7335280753002427,1,IBM
345,2016-06-23,155.35,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.5890661783939362,2,IBM
344,2016-06-24,146.59,1.3738,3.0226,6.5082,0.1572,13.3758,3,-5.638879948503374,0,IBM
343,2016-06-27,143.5,1.3738,3.0226,6.5082,0.1572,13.3758,3,-2.107920049116586,0,IBM
342,2016-06-28,145.7,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.5331010452961593,2,IBM
341,2016-06-29,148.46,1.3738,3.0226,6.5082,0.1572,13.3758,3,1.8943033630748247,2,IBM
340,2016-06-30,151.78,1.3738,3.0226,6.5082,0.1572,13.3758,3,2.236292604068431,2,IBM
339,2016-07-01,152.35,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.3755435498748143,1,IBM
338,2016-07-05,151.68,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.4397768296685182,1,IBM
337,2016-07-06,152.37,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.4549050632911378,1,IBM
336,2016-07-07,152.6,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.15094834941260732,1,IBM
335,2016-07-08,154.46,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.218872870249026,2,IBM
334,2016-07-11,155.33,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.563252622038071,1,IBM
333,2016-07-12,157.04,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.1008819931758058,2,IBM
332,2016-07-13,158.02,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.6240448293428542,1,IBM
331,2016-07-14,160.28,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.4301987090241683,2,IBM
330,2016-07-15,159.78,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.3119540803593711,1,IBM
329,2016-07-18,159.86,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.05006884466141726,1,IBM
328,2016-07-19,159.58,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.1751532591017147,1,IBM
327,2016-07-20,161.36,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.1154279984960527,2,IBM
326,2016-07-21,160.45,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.5639563708478093,1,IBM
325,2016-07-22,162.07,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.0096603303209752,2,IBM
324,2016-07-25,162.65,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.35787005614858547,1,IBM
323,2016-07-26,162.12,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.32585305871503295,1,IBM
322,2016-07-27,161.83,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.1788798420922724,1,IBM
321,2016-07-28,161.37,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.28424890316999807,1,IBM
320,2016-07-29,160.62,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.46477040342071013,1,IBM
319,2016-08-01,161.45,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.516747603038217,1,IBM
318,2016-08-02,160.58,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.5388665221430636,1,IBM
317,2016-08-03,160.67,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.056046830240363055,1,IBM
316,2016-08-04,161.55,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.5477064791187054,1,IBM
315,2016-08-05,163.5,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.2070566388115065,2,IBM
314,2016-08-08,162.04,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.8929663608562739,1,IBM
313,2016-08-09,161.77,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.1666255245618254,1,IBM
312,2016-08-10,162.08,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.19163009210607793,1,IBM
311,2016-08-11,163.53,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.8946199407699831,1,IBM
310,2016-08-12,161.95,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.9661835748792347,1,IBM
309,2016-08-15,161.88,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.043223217042292796,1,IBM
308,2016-08-16,160.7,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.728935013590318,1,IBM
307,2016-08-17,160.44,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.16179215930304353,1,IBM
306,2016-08-18,161.36,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.5734230865121016,1,IBM
305,2016-08-19,160.04,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.8180466038671428,1,IBM
304,2016-08-22,160.0,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.024993751562104503,1,IBM
303,2016-08-23,160.26,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.16249999999999432,1,IBM
302,2016-08-24,159.05,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.7550230874828276,1,IBM
301,2016-08-25,158.63,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.26406790317511214,1,IBM
300,2016-08-26,158.32,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.19542331210994282,1,IBM
299,2016-08-29,159.72,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.884284992420418,1,IBM
298,2016-08-30,159.4,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.2003506135737498,1,IBM
297,2016-08-31,158.88,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.3262233375156902,1,IBM
296,2016-09-01,159.54,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.4154078549848921,1,IBM
295,2016-09-02,159.55,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.0062680205591195476,1,IBM
294,2016-09-06,160.35,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.5014102162331451,1,IBM
293,2016-09-07,161.64,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.8044901777361971,1,IBM
292,2016-09-08,159.0,1.2959,2.8023,14.2702,0.1714,15.7646,3,-1.633259094283585,0,IBM
291,2016-09-09,155.69,1.2959,2.8023,14.2702,0.1714,15.7646,3,-2.0817610062893097,0,IBM
290,2016-09-12,158.29,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.669985227053757,2,IBM
289,2016-09-13,155.81,1.2959,2.8023,14.2702,0.1714,15.7646,3,-1.566744582727898,0,IBM
288,2016-09-14,154.05,1.2959,2.8023,14.2702,0.1714,15.7646,3,-1.1295808998138699,0,IBM
287,2016-09-15,155.66,1.2959,2.8023,14.2702,0.1714,15.7646,2,1.0451152223304025,2,IBM
286,2016-09-16,153.84,1.2959,2.8023,14.2702,0.1714,15.7646,3,-1.1692149556726155,0,IBM
285,2016-09-19,154.87,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.6695267810712436,1,IBM
284,2016-09-20,154.45,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.2711951959708245,1,IBM
283,2016-09-21,155.53,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.6992554224668258,1,IBM
282,2016-09-22,156.11,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.37291840802418347,1,IBM
281,2016-09-23,154.98,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.7238485683172274,1,IBM
280,2016-09-26,153.98,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.6452445476835721,1,IBM
279,2016-09-27,156.77,1.2959,2.8023,14.2702,0.1714,15.7646,3,1.8119236264450063,2,IBM
278,2016-09-28,158.29,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.9695732601900757,1,IBM
277,2016-09-29,158.11,1.2959,2.8023,14.2702,0.1714,15.7646,3,-0.11371533261733426,1,IBM
276,2016-09-30,158.85,1.2959,2.8023,14.2702,0.1714,15.7646,3,0.4680285876921008,1,IBM
275,2016-10-03,157.61,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.7806106389675673,1,IBM
274,2016-10-04,156.46,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.7296491339382054,1,IBM
273,2016-10-05,157.08,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.39626741659210307,1,IBM
272,2016-10-06,156.88,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.12732365673543228,1,IBM
271,2016-10-07,155.67,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.771290158082616,1,IBM
270,2016-10-10,157.02,1.2028,2.4758,15.0005,0.1663,16.6327,4,0.8672191173636686,1,IBM
269,2016-10-11,154.79,1.2028,2.4758,15.0005,0.1663,16.6327,3,-1.4202012482486421,0,IBM
268,2016-10-12,154.29,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.3230182828348085,1,IBM
267,2016-10-13,153.72,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.3694341823838183,1,IBM
266,2016-10-14,154.45,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.4748894093156322,1,IBM
265,2016-10-17,154.77,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.2071867918420341,1,IBM
264,2016-10-18,150.72,1.2028,2.4758,15.0005,0.1663,16.6327,3,-2.6167861988757584,0,IBM
263,2016-10-19,151.26,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.35828025477706477,1,IBM
262,2016-10-20,151.52,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.17188946185377452,1,IBM
261,2016-10-21,149.63,1.2028,2.4758,15.0005,0.1663,16.6327,3,-1.2473600844773063,0,IBM
260,2016-10-24,150.57,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.6282162667914174,1,IBM
259,2016-10-25,150.88,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.2058843063027179,1,IBM
258,2016-10-26,151.81,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.6163838812301212,1,IBM
257,2016-10-27,153.35,1.2028,2.4758,15.0005,0.1663,16.6327,3,1.014425927145769,2,IBM
256,2016-10-28,152.61,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.4825562438865215,1,IBM
255,2016-10-31,153.69,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.7076862590917921,1,IBM
254,2016-11-01,152.79,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.5855943782939721,1,IBM
253,2016-11-02,151.95,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.5497741998821936,1,IBM
252,2016-11-03,152.37,1.2028,2.4758,15.0005,0.1663,16.6327,4,0.2764067127344626,1,IBM
251,2016-11-04,152.43,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.03937783028155298,1,IBM
250,2016-11-07,155.72,1.2028,2.4758,15.0005,0.1663,16.6327,3,2.1583677753722967,2,IBM
249,2016-11-08,155.17,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.3531980477780705,1,IBM
248,2016-11-09,154.81,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.23200360894501854,1,IBM
247,2016-11-10,160.22,1.2028,2.4758,15.0005,0.1663,16.6327,3,3.4946062915832283,2,IBM
246,2016-11-11,161.27,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.6553488952690122,1,IBM
245,2016-11-14,158.21,1.2028,2.4758,15.0005,0.1663,16.6327,3,-1.897439077323744,0,IBM
244,2016-11-15,158.67,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.2907527969154791,1,IBM
243,2016-11-16,159.29,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.3907480935274498,1,IBM
242,2016-11-17,159.8,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.3201707577374721,1,IBM
241,2016-11-18,160.39,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.36921151439297556,1,IBM
240,2016-11-21,162.77,1.2028,2.4758,15.0005,0.1663,16.6327,3,1.483883035101954,2,IBM
239,2016-11-22,162.67,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.061436382625804954,1,IBM
238,2016-11-23,161.98,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.4241716358271333,1,IBM
237,2016-11-25,163.14,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.7161377947894781,1,IBM
236,2016-11-28,164.52,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.8458992276572417,1,IBM
235,2016-11-29,163.53,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.6017505470459573,1,IBM
234,2016-11-30,162.22,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.8010762551213859,1,IBM
233,2016-12-01,159.82,1.2028,2.4758,15.0005,0.1663,16.6327,3,-1.4794723215386547,0,IBM
232,2016-12-02,160.02,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.12514078338131465,1,IBM
231,2016-12-05,159.84,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.11248593925759706,1,IBM
230,2016-12-06,160.35,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.31906906906906335,1,IBM
229,2016-12-07,164.79,1.2028,2.4758,15.0005,0.1663,16.6327,3,2.768942937324601,2,IBM
228,2016-12-08,165.36,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.3458947751684093,1,IBM
227,2016-12-09,166.52,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.7014997581035296,1,IBM
226,2016-12-12,165.5,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.6125390343502344,1,IBM
225,2016-12-13,168.29,1.2028,2.4758,15.0005,0.1663,16.6327,3,1.6858006042296025,2,IBM
224,2016-12-14,168.51,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.13072672173034575,1,IBM
223,2016-12-15,168.02,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.29078392973709616,1,IBM
222,2016-12-16,166.73,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.7677657421735629,1,IBM
221,2016-12-19,166.68,1.2028,2.4758,15.0005,0.1663,16.6327,4,-0.02998860433034424,1,IBM
220,2016-12-20,167.6,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.5519558435325099,1,IBM
219,2016-12-21,167.33,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.16109785202862878,1,IBM
218,2016-12-22,167.06,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.16135779597203742,1,IBM
217,2016-12-23,166.71,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.2095055668622018,1,IBM
216,2016-12-27,167.14,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.2579329374362536,1,IBM
215,2016-12-28,166.19,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.5683857843723757,1,IBM
214,2016-12-29,166.6,1.2028,2.4758,15.0005,0.1663,16.6327,3,0.24670557795294337,1,IBM
213,2016-12-30,165.99,1.2028,2.4758,15.0005,0.1663,16.6327,3,-0.3661464585834245,1,IBM
212,2017-01-03,167.19,1.2099,2.2927,20.61,0.1853,24.4998,3,0.7229351165732807,1,IBM
211,2017-01-04,169.26,1.2099,2.2927,20.61,0.1853,24.4998,3,1.2381123272922983,2,IBM
210,2017-01-05,168.7,1.2099,2.2927,20.61,0.1853,24.4998,3,-0.3308519437551709,1,IBM
209,2017-01-06,169.53,1.2099,2.2927,20.61,0.1853,24.4998,3,0.491997628927097,1,IBM
208,2017-01-09,167.65,1.2099,2.2927,20.61,0.1853,24.4998,3,-1.1089482687429926,0,IBM
207,2017-01-10,165.52,1.2099,2.2927,20.61,0.1853,24.4998,3,-1.270504026245151,0,IBM
206,2017-01-11,167.75,1.2099,2.2927,20.61,0.1853,24.4998,3,1.347269212179791,2,IBM
205,2017-01-12,167.95,1.2099,2.2927,20.61,0.1853,24.4998,3,0.11922503725781736,1,IBM
204,2017-01-13,167.34,1.2099,2.2927,20.61,0.1853,24.4998,3,-0.36320333432568336,1,IBM
203,2017-01-17,167.89,1.2099,2.2927,20.61,0.1853,24.4998,3,0.3286721644555892,1,IBM
202,2017-01-18,166.8,1.2099,2.2927,20.61,0.1853,24.4998,3,-0.6492346179045655,1,IBM
201,2017-01-19,166.81,1.2099,2.2927,20.61,0.1853,24.4998,3,0.0059952038369250026,1,IBM
200,2017-01-20,170.55,1.2099,2.2927,20.61,0.1853,24.4998,3,2.242071818236322,2,IBM
199,2017-01-23,171.03,1.2099,2.2927,20.61,0.1853,24.4998,3,0.2814423922603282,1,IBM
198,2017-01-24,175.9,1.2099,2.2927,20.61,0.1853,24.4998,3,2.8474536631000436,2,IBM
197,2017-01-25,178.29,1.2099,2.2927,20.61,0.1853,24.4998,3,1.3587265491756602,2,IBM
196,2017-01-26,178.66,1.2099,2.2927,20.61,0.1853,24.4998,3,0.2075270626507401,1,IBM
195,2017-01-27,177.3,1.2099,2.2927,20.61,0.1853,24.4998,3,-0.76122243367289,1,IBM
194,2017-01-30,175.8,1.2099,2.2927,20.61,0.1853,24.4998,3,-0.8460236886632826,1,IBM
193,2017-01-31,174.52,1.2099,2.2927,20.61,0.1853,24.4998,3,-0.7281001137656433,1,IBM
