date,close,curr_ratio,tot_debt_tot_equity,oper_profit_margin,asset_turn,ret_equity,sentiment
22-09-2017,98.6,1.0033,0.4818,26.6049,0.1535,5.3723,3
21-09-2017,98.89,1.0033,0.4818,26.6049,0.1535,5.3723,3
20-09-2017,99.21,1.0033,0.4818,26.6049,0.1535,5.3723,3
19-09-2017,98.43,1.0033,0.4818,26.6049,0.1535,5.3723,3
18-09-2017,98.1,1.0033,0.4818,26.6049,0.1535,5.3723,3
15-09-2017,98.52,1.0033,0.4818,26.6049,0.1535,5.3723,3
14-09-2017,97.9,1.0033,0.4818,26.6049,0.1535,5.3723,3
13-09-2017,98.82,1.0033,0.4818,26.6049,0.1535,5.3723,3
12-09-2017,97.89,1.0033,0.4818,26.6049,0.1535,5.3723,3
11-09-2017,97.09,1.0033,0.4818,26.6049,0.1535,5.3723,3
08-09-2017,97.07,1.0033,0.4818,26.6049,0.1535,5.3723,3
07-09-2017,97.06,1.0033,0.4818,26.6049,0.1535,5.3723,3
06-09-2017,101.5,1.0033,0.4818,26.6049,0.1535,5.3723,3
05-09-2017,101.6,1.0033,0.4818,26.6049,0.1535,5.3723,3
01-09-2017,101.5,1.0033,0.4818,26.6049,0.1535,5.3723,3
31-08-2017,101.2,1.0033,0.4818,26.6049,0.1535,5.3723,3
30-08-2017,102.87,1.0033,0.4818,26.6049,0.1535,5.3723,3
29-08-2017,102.57,1.0033,0.4818,26.6049,0.1535,5.3723,3
28-08-2017,102.56,1.0033,0.4818,26.6049,0.1535,5.3723,3
25-08-2017,102.41,1.0033,0.4818,26.6049,0.1535,5.3723,3
24-08-2017,101.52,1.0033,0.4818,26.6049,0.1535,5.3723,3
23-08-2017,101.5,1.0033,0.4818,26.6049,0.1535,5.3723,3
22-08-2017,102.77,1.0033,0.4818,26.6049,0.1535,5.3723,3
21-08-2017,101.17,1.0033,0.4818,26.6049,0.1535,5.3723,3
18-08-2017,100.7,1.0033,0.4818,26.6049,0.1535,5.3723,3
17-08-2017,101.38,1.0033,0.4818,26.6049,0.1535,5.3723,3
16-08-2017,102.2,1.0033,0.4818,26.6049,0.1535,5.3723,3
15-08-2017,101.51,1.0033,0.4818,26.6049,0.1535,5.3723,3
14-08-2017,101.4,1.0033,0.4818,26.6049,0.1535,5.3723,3
11-08-2017,101.99,1.0033,0.4818,26.6049,0.1535,5.3723,3
10-08-2017,101.35,1.0033,0.4818,26.6049,0.1535,5.3723,3
09-08-2017,102.83,1.0033,0.4818,26.6049,0.1535,5.3723,3
08-08-2017,106.98,1.0033,0.4818,26.6049,0.1535,5.3723,3
07-08-2017,106.35,1.0033,0.4818,26.6049,0.1535,5.3723,3
04-08-2017,107.69,1.0033,0.4818,26.6049,0.1535,5.3723,3
03-08-2017,109.12,1.0033,0.4818,26.6049,0.1535,5.3723,2
02-08-2017,108.67,1.0033,0.4818,26.6049,0.1535,5.3723,3
01-08-2017,110.61,1.0033,0.4818,26.6049,0.1535,5.3723,3
31-07-2017,109.93,1.0033,0.4818,26.6049,0.1535,5.3723,3
28-07-2017,109.96,1.0033,0.4818,26.6049,0.1535,5.3723,3
27-07-2017,110,1.0033,0.4818,26.6049,0.1535,5.3723,3
26-07-2017,106.94,1.0033,0.4818,26.6049,0.1535,5.3723,3
25-07-2017,106.42,1.0033,0.4818,26.6049,0.1535,5.3723,3
24-07-2017,107,1.0033,0.4818,26.6049,0.1535,5.3723,3
21-07-2017,107.09,1.0033,0.4818,26.6049,0.1535,5.3723,3
20-07-2017,107.36,1.0033,0.4818,26.6049,0.1535,5.3723,3
19-07-2017,106.82,1.0033,0.4818,26.6049,0.1535,5.3723,3
18-07-2017,105.75,1.0033,0.4818,26.6049,0.1535,5.3723,3
17-07-2017,104.79,1.0033,0.4818,26.6049,0.1535,5.3723,3
14-07-2017,105.09,1.0033,0.4818,26.6049,0.1535,5.3723,3
13-07-2017,104.29,1.0033,0.4818,26.6049,0.1535,5.3723,3
12-07-2017,104.38,1.0033,0.4818,26.6049,0.1535,5.3723,3
11-07-2017,103.84,1.0033,0.4818,26.6049,0.1535,5.3723,3
10-07-2017,103.59,1.0033,0.4818,26.6049,0.1535,5.3723,3
07-07-2017,103.32,1.0033,0.4818,26.6049,0.1535,5.3723,3
06-07-2017,103.35,1.0033,0.4818,26.6049,0.1535,5.3723,2
05-07-2017,105.63,1.0033,0.4818,26.6049,0.1535,5.3723,3
03-07-2017,107.46,1.0033,0.4818,26.6049,0.1535,5.3723,3
30-06-2017,106.25,0.9369,0.4581,28.1194,0.1453,5.3716,3
29-06-2017,105.71,0.9369,0.4581,28.1194,0.1453,5.3716,3
28-06-2017,106.86,0.9369,0.4581,28.1194,0.1453,5.3716,3
27-06-2017,105.41,0.9369,0.4581,28.1194,0.1453,5.3716,3
26-06-2017,105.57,0.9369,0.4581,28.1194,0.1453,5.3716,3
23-06-2017,104.36,0.9369,0.4581,28.1194,0.1453,5.3716,3
22-06-2017,104.22,0.9369,0.4581,28.1194,0.1453,5.3716,4
21-06-2017,104.8,0.9369,0.4581,28.1194,0.1453,5.3716,3
20-06-2017,103.94,0.9369,0.4581,28.1194,0.1453,5.3716,3
19-06-2017,105.37,0.9369,0.4581,28.1194,0.1453,5.3716,3
16-06-2017,105.51,0.9369,0.4581,28.1194,0.1453,5.3716,3
15-06-2017,105.98,0.9369,0.4581,28.1194,0.1453,5.3716,3
14-06-2017,106.14,0.9369,0.4581,28.1194,0.1453,5.3716,3
13-06-2017,106.56,0.9369,0.4581,28.1194,0.1453,5.3716,3
12-06-2017,107.04,0.9369,0.4581,28.1194,0.1453,5.3716,3
09-06-2017,105.62,0.9369,0.4581,28.1194,0.1453,5.3716,3
08-06-2017,104.32,0.9369,0.4581,28.1194,0.1453,5.3716,3
07-06-2017,105.92,0.9369,0.4581,28.1194,0.1453,5.3716,3
06-06-2017,105.5,0.9369,0.4581,28.1194,0.1453,5.3716,3
05-06-2017,106.52,0.9369,0.4581,28.1194,0.1453,5.3716,3
02-06-2017,107.18,0.9369,0.4581,28.1194,0.1453,5.3716,3
01-06-2017,108.21,0.9369,0.4581,28.1194,0.1453,5.3716,3
31-05-2017,107.94,0.9369,0.4581,28.1194,0.1453,5.3716,3
30-05-2017,108.34,0.9369,0.4581,28.1194,0.1453,5.3716,3
26-05-2017,108.41,0.9369,0.4581,28.1194,0.1453,5.3716,3
25-05-2017,107.27,0.9369,0.4581,28.1194,0.1453,5.3716,3
24-05-2017,107.71,0.9369,0.4581,28.1194,0.1453,5.3716,3
23-05-2017,107.02,0.9369,0.4581,28.1194,0.1453,5.3716,3
22-05-2017,107.63,0.9369,0.4581,28.1194,0.1453,5.3716,3
19-05-2017,107.52,0.9369,0.4581,28.1194,0.1453,5.3716,3
18-05-2017,106.68,0.9369,0.4581,28.1194,0.1453,5.3716,3
17-05-2017,106.31,0.9369,0.4581,28.1194,0.1453,5.3716,3
16-05-2017,107.98,0.9369,0.4581,28.1194,0.1453,5.3716,3
15-05-2017,109.13,0.9369,0.4581,28.1194,0.1453,5.3716,3
12-05-2017,109.69,0.9369,0.4581,28.1194,0.1453,5.3716,3
11-05-2017,109.58,0.9369,0.4581,28.1194,0.1453,5.3716,3
10-05-2017,109.66,0.9369,0.4581,28.1194,0.1453,5.3716,3
09-05-2017,112.07,0.9369,0.4581,28.1194,0.1453,5.3716,3
08-05-2017,111.42,0.9369,0.4581,28.1194,0.1453,5.3716,3
05-05-2017,111.99,0.9369,0.4581,28.1194,0.1453,5.3716,3
04-05-2017,111.17,0.9369,0.4581,28.1194,0.1453,5.3716,3
03-05-2017,111.62,0.9369,0.4581,28.1194,0.1453,5.3716,3
02-05-2017,114.37,0.9369,0.4581,28.1194,0.1453,5.3716,3
01-05-2017,114.73,0.9369,0.4581,28.1194,0.1453,5.3716,3
28-04-2017,115.6,0.9369,0.4581,28.1194,0.1453,5.3716,3
27-04-2017,115.84,0.9369,0.4581,28.1194,0.1453,5.3716,3
26-04-2017,115.58,0.9369,0.4581,28.1194,0.1453,5.3716,3
25-04-2017,115.18,0.9369,0.4581,28.1194,0.1453,5.3716,3
24-04-2017,113.7,0.9369,0.4581,28.1194,0.1453,5.3716,3
21-04-2017,114.44,0.9369,0.4581,28.1194,0.1453,5.3716,3
20-04-2017,114.79,0.9369,0.4581,28.1194,0.1453,5.3716,3
19-04-2017,113.73,0.9369,0.4581,28.1194,0.1453,5.3716,3
18-04-2017,114.19,0.9369,0.4581,28.1194,0.1453,5.3716,3
17-04-2017,113.78,0.9369,0.4581,28.1194,0.1453,5.3716,3
13-04-2017,113.2,0.9369,0.4581,28.1194,0.1453,5.3716,3
12-04-2017,113.04,0.9369,0.4581,28.1194,0.1453,5.3716,3
11-04-2017,113.07,0.9369,0.4581,28.1194,0.1453,5.3716,3
10-04-2017,112.43,0.9369,0.4581,28.1194,0.1453,5.3716,3
07-04-2017,112.58,0.9369,0.4581,28.1194,0.1453,5.3716,3
06-04-2017,113.05,0.9369,0.4581,28.1194,0.1453,5.3716,3
05-04-2017,113,0.9369,0.4581,28.1194,0.1453,5.3716,3
04-04-2017,113.04,0.9369,0.4581,28.1194,0.1453,5.3716,3
03-04-2017,113.2,0.9369,0.4581,28.1194,0.1453,5.3716,3
31-03-2017,113.39,0.8627,0.4343,25.0676,0.1614,5.2738,3
30-03-2017,113.18,0.8627,0.4343,25.0676,0.1614,5.2738,3
29-03-2017,112.53,0.8627,0.4343,25.0676,0.1614,5.2738,3
28-03-2017,113.05,0.8627,0.4343,25.0676,0.1614,5.2738,3
27-03-2017,112.38,0.8627,0.4343,25.0676,0.1614,5.2738,3
24-03-2017,112.14,0.8627,0.4343,25.0676,0.1614,5.2738,3
23-03-2017,112.24,0.8627,0.4343,25.0676,0.1614,5.2738,3
22-03-2017,112.08,0.8627,0.4343,25.0676,0.1614,5.2738,3
21-03-2017,111.75,0.8627,0.4343,25.0676,0.1614,5.2738,3
20-03-2017,112.71,0.8627,0.4343,25.0676,0.1614,5.2738,3
17-03-2017,111.76,0.8627,0.4343,25.0676,0.1614,5.2738,3
16-03-2017,111.71,0.8627,0.4343,25.0676,0.1614,5.2738,3
15-03-2017,111.87,0.8627,0.4343,25.0676,0.1614,5.2738,3
14-03-2017,112.31,0.8627,0.4343,25.0676,0.1614,5.2738,3
13-03-2017,111.52,0.8627,0.4343,25.0676,0.1614,5.2738,3
10-03-2017,110.92,0.8627,0.4343,25.0676,0.1614,5.2738,3
09-03-2017,111.03,0.8627,0.4343,25.0676,0.1614,5.2738,3
08-03-2017,110.84,0.8627,0.4343,25.0676,0.1614,5.2738,3
07-03-2017,110.86,0.8627,0.4343,25.0676,0.1614,5.2738,3
06-03-2017,110.67,0.8627,0.4343,25.0676,0.1614,5.2738,3
03-03-2017,111.24,0.8627,0.4343,25.0676,0.1614,5.2738,3
02-03-2017,110.59,0.8627,0.4343,25.0676,0.1614,5.2738,3
01-03-2017,111.04,0.8627,0.4343,25.0676,0.1614,5.2738,3
28-02-2017,110.09,0.8627,0.4343,25.0676,0.1614,5.2738,3
27-02-2017,110.23,0.8627,0.4343,25.0676,0.1614,5.2738,3
24-02-2017,110.32,0.8627,0.4343,25.0676,0.1614,5.2738,3
23-02-2017,109.73,0.8627,0.4343,25.0676,0.1614,5.2738,3
22-02-2017,110.12,0.8627,0.4343,25.0676,0.1614,5.2738,3
21-02-2017,110.01,0.8627,0.4343,25.0676,0.1614,5.2738,3
17-02-2017,110.06,0.8627,0.4343,25.0676,0.1614,5.2738,3
16-02-2017,110.71,0.8627,0.4343,25.0676,0.1614,5.2738,3
15-02-2017,110.18,0.8627,0.4343,25.0676,0.1614,5.2738,3
14-02-2017,110.33,0.8627,0.4343,25.0676,0.1614,5.2738,3
13-02-2017,109.65,0.8627,0.4343,25.0676,0.1614,5.2738,3
10-02-2017,109.26,0.8627,0.4343,25.0676,0.1614,5.2738,3
09-02-2017,109.49,0.8627,0.4343,25.0676,0.1614,5.2738,3
08-02-2017,109,0.8627,0.4343,25.0676,0.1614,5.2738,3
07-02-2017,109,0.8627,0.4343,25.0676,0.1614,5.2738,3
06-02-2017,109.57,0.8627,0.4343,25.0676,0.1614,5.2738,3
03-02-2017,110.3,0.8627,0.4343,25.0676,0.1614,5.2738,3
02-02-2017,110.61,0.8627,0.4343,25.0676,0.1614,5.2738,3
01-02-2017,111.3,0.8627,0.4343,25.0676,0.1614,5.2738,3
31-01-2017,110.65,0.8627,0.4343,25.0676,0.1614,5.2738,3
30-01-2017,110.94,0.8627,0.4343,25.0676,0.1614,5.2738,3
27-01-2017,109.3,0.8627,0.4343,25.0676,0.1614,5.2738,3
26-01-2017,108.06,0.8627,0.4343,25.0676,0.1614,5.2738,3
25-01-2017,108.04,0.8627,0.4343,25.0676,0.1614,5.2738,3
24-01-2017,107.9,0.8627,0.4343,25.0676,0.1614,5.2738,3
23-01-2017,107.12,0.8627,0.4343,25.0676,0.1614,5.2738,3
20-01-2017,107.66,0.8627,0.4343,25.0676,0.1614,5.2738,3
19-01-2017,107.28,0.8627,0.4343,25.0676,0.1614,5.2738,3
18-01-2017,108.16,0.8627,0.4343,25.0676,0.1614,5.2738,3
17-01-2017,107.97,0.8627,0.4343,25.0676,0.1614,5.2738,3
13-01-2017,108.06,0.8627,0.4343,25.0676,0.1614,5.2738,3
12-01-2017,107.53,0.8627,0.4343,25.0676,0.1614,5.2738,3
11-01-2017,109.44,0.8627,0.4343,25.0676,0.1614,5.2738,3
10-01-2017,108.38,0.8627,0.4343,25.0676,0.1614,5.2738,3
09-01-2017,108.36,0.8627,0.4343,25.0676,0.1614,5.2738,3
06-01-2017,108.98,0.8627,0.4343,25.0676,0.1614,5.2738,3
05-01-2017,107.38,0.8627,0.4343,25.0676,0.1614,5.2738,3
04-01-2017,107.44,0.8627,0.4343,25.0676,0.1614,5.2738,3
03-01-2017,106.08,0.8627,0.4343,25.0676,0.1614,5.2738,3
30-12-2016,104.22,1.0074,0.4262,21.534,0.1428,3.9981,3
29-12-2016,104.56,1.0074,0.4262,21.534,0.1428,3.9981,3
28-12-2016,104.3,1.0074,0.4262,21.534,0.1428,3.9981,3
27-12-2016,105.17,1.0074,0.4262,21.534,0.1428,3.9981,3
23-12-2016,105.15,1.0074,0.4262,21.534,0.1428,3.9981,3
22-12-2016,105.42,1.0074,0.4262,21.534,0.1428,3.9981,3
21-12-2016,105.56,1.0074,0.4262,21.534,0.1428,3.9981,3
20-12-2016,105.46,1.0074,0.4262,21.534,0.1428,3.9981,3
19-12-2016,105.3,1.0074,0.4262,21.534,0.1428,3.9981,3
16-12-2016,103.91,1.0074,0.4262,21.534,0.1428,3.9981,3
15-12-2016,104.39,1.0074,0.4262,21.534,0.1428,3.9981,3
14-12-2016,104.05,1.0074,0.4262,21.534,0.1428,3.9981,3
13-12-2016,103.85,1.0074,0.4262,21.534,0.1428,3.9981,3
12-12-2016,104.06,1.0074,0.4262,21.534,0.1428,3.9981,3
09-12-2016,104.86,1.0074,0.4262,21.534,0.1428,3.9981,3
08-12-2016,103.38,1.0074,0.4262,21.534,0.1428,3.9981,3
07-12-2016,101.99,1.0074,0.4262,21.534,0.1428,3.9981,3
06-12-2016,100.66,1.0074,0.4262,21.534,0.1428,3.9981,3
05-12-2016,99.96,1.0074,0.4262,21.534,0.1428,3.9981,3
02-12-2016,98.5,1.0074,0.4262,21.534,0.1428,3.9981,3
01-12-2016,98.94,1.0074,0.4262,21.534,0.1428,3.9981,3
30-11-2016,99.12,1.0074,0.4262,21.534,0.1428,3.9981,3
29-11-2016,99.67,1.0074,0.4262,21.534,0.1428,3.9981,3
28-11-2016,98.97,1.0074,0.4262,21.534,0.1428,3.9981,3
25-11-2016,98.82,1.0074,0.4262,21.534,0.1428,3.9981,3
23-11-2016,98.26,1.0074,0.4262,21.534,0.1428,3.9981,3
22-11-2016,97.71,1.0074,0.4262,21.534,0.1428,3.9981,3
21-11-2016,97.63,1.0074,0.4262,21.534,0.1428,3.9981,3
18-11-2016,98.24,1.0074,0.4262,21.534,0.1428,3.9981,3
17-11-2016,99.37,1.0074,0.4262,21.534,0.1428,3.9981,3
16-11-2016,99.12,1.0074,0.4262,21.534,0.1428,3.9981,3
15-11-2016,97.7,1.0074,0.4262,21.534,0.1428,3.9981,3
14-11-2016,97.92,1.0074,0.4262,21.534,0.1428,3.9981,3
11-11-2016,97.68,1.0074,0.4262,21.534,0.1428,3.9981,3
10-11-2016,94.96,1.0074,0.4262,21.534,0.1428,3.9981,3
09-11-2016,94.64,1.0074,0.4262,21.534,0.1428,3.9981,3
08-11-2016,94.38,1.0074,0.4262,21.534,0.1428,3.9981,3
07-11-2016,94.43,1.0074,0.4262,21.534,0.1428,3.9981,3
04-11-2016,92.45,1.0074,0.4262,21.534,0.1428,3.9981,3
03-11-2016,93.37,1.0074,0.4262,21.534,0.1428,3.9981,3
02-11-2016,91.91,1.0074,0.4262,21.534,0.1428,3.9981,3
01-11-2016,92.39,1.0074,0.4262,21.534,0.1428,3.9981,3
31-10-2016,92.69,1.0074,0.4262,21.534,0.1428,3.9981,3
28-10-2016,93.85,1.0074,0.4262,21.534,0.1428,3.9981,3
27-10-2016,94.02,1.0074,0.4262,21.534,0.1428,3.9981,3
26-10-2016,93.49,1.0074,0.4262,21.534,0.1428,3.9981,3
25-10-2016,92.75,1.0074,0.4262,21.534,0.1428,3.9981,3
24-10-2016,93.37,1.0074,0.4262,21.534,0.1428,3.9981,3
21-10-2016,93.03,1.0074,0.4262,21.534,0.1428,3.9981,3
20-10-2016,92.03,1.0074,0.4262,21.534,0.1428,3.9981,3
19-10-2016,91.93,1.0074,0.4262,21.534,0.1428,3.9981,3
18-10-2016,91.17,1.0074,0.4262,21.534,0.1428,3.9981,3
17-10-2016,90.83,1.0074,0.4262,21.534,0.1428,3.9981,3
14-10-2016,91.3,1.0074,0.4262,21.534,0.1428,3.9981,3
13-10-2016,91.12,1.0074,0.4262,21.534,0.1428,3.9981,3
12-10-2016,91.41,1.0074,0.4262,21.534,0.1428,3.9981,3
11-10-2016,91.86,1.0074,0.4262,21.534,0.1428,3.9981,3
10-10-2016,92.49,1.0074,0.4262,21.534,0.1428,3.9981,4
07-10-2016,92.49,1.0074,0.4262,21.534,0.1428,3.9981,3
06-10-2016,92.83,1.0074,0.4262,21.534,0.1428,3.9981,3
05-10-2016,92.45,1.0074,0.4262,21.534,0.1428,3.9981,3
04-10-2016,92.59,1.0074,0.4262,21.534,0.1428,3.9981,3
03-10-2016,92.49,1.0074,0.4262,21.534,0.1428,3.9981,3
30-09-2016,92.86,0.9748,0.4246,28.7245,0.157,5.6329,3
29-09-2016,91.8,0.9748,0.4246,28.7245,0.157,5.6329,3
28-09-2016,92.2,0.9748,0.4246,28.7245,0.157,5.6329,3
27-09-2016,91.72,0.9748,0.4246,28.7245,0.157,5.6329,3
26-09-2016,91.96,0.9748,0.4246,28.7245,0.157,5.6329,3
23-09-2016,93.27,0.9748,0.4246,28.7245,0.157,5.6329,3
22-09-2016,93.41,0.9748,0.4246,28.7245,0.157,5.6329,3
21-09-2016,92.39,0.9748,0.4246,28.7245,0.157,5.6329,3
20-09-2016,92.95,0.9748,0.4246,28.7245,0.157,5.6329,3
19-09-2016,92.63,0.9748,0.4246,28.7245,0.157,5.6329,3
16-09-2016,92.56,0.9748,0.4246,28.7245,0.157,5.6329,3
15-09-2016,92.5,0.9748,0.4246,28.7245,0.157,5.6329,3
14-09-2016,92.26,0.9748,0.4246,28.7245,0.157,5.6329,3
13-09-2016,92.7,0.9748,0.4246,28.7245,0.157,5.6329,3
12-09-2016,93.64,0.9748,0.4246,28.7245,0.157,5.6329,3
09-09-2016,92.42,0.9748,0.4246,28.7245,0.157,5.6329,3
08-09-2016,94.09,0.9748,0.4246,28.7245,0.157,5.6329,3
07-09-2016,93.71,0.9748,0.4246,28.7245,0.157,5.6329,3
06-09-2016,93.8,0.9748,0.4246,28.7245,0.157,5.6329,3
02-09-2016,94.42,0.9748,0.4246,28.7245,0.157,5.6329,3
01-09-2016,94.26,0.9748,0.4246,28.7245,0.157,5.6329,3
31-08-2016,94.46,0.9748,0.4246,28.7245,0.157,5.6329,3
30-08-2016,94.86,0.9748,0.4246,28.7245,0.157,5.6329,3
29-08-2016,94.87,0.9748,0.4246,28.7245,0.157,5.6329,3
26-08-2016,95.21,0.9748,0.4246,28.7245,0.157,5.6329,3
25-08-2016,95.55,0.9748,0.4246,28.7245,0.157,5.6329,3
24-08-2016,95.82,0.9748,0.4246,28.7245,0.157,5.6329,3
23-08-2016,95.97,0.9748,0.4246,28.7245,0.157,5.6329,3
22-08-2016,95.87,0.9748,0.4246,28.7245,0.157,5.6329,3
19-08-2016,96.39,0.9748,0.4246,28.7245,0.157,5.6329,3
18-08-2016,96.65,0.9748,0.4246,28.7245,0.157,5.6329,3
17-08-2016,96.87,0.9748,0.4246,28.7245,0.157,5.6329,3
16-08-2016,96.88,0.9748,0.4246,28.7245,0.157,5.6329,3
15-08-2016,97.1,0.9748,0.4246,28.7245,0.157,5.6329,3
12-08-2016,96.84,0.9748,0.4246,28.7245,0.157,5.6329,3
11-08-2016,97.77,0.9748,0.4246,28.7245,0.157,5.6329,3
10-08-2016,97.86,0.9748,0.4246,28.7245,0.157,5.6329,3
09-08-2016,96.67,0.9748,0.4246,28.7245,0.157,5.6329,3
08-08-2016,95.75,0.9748,0.4246,28.7245,0.157,5.6329,3
05-08-2016,95.83,0.9748,0.4246,28.7245,0.157,5.6329,3
04-08-2016,95.16,0.9748,0.4246,28.7245,0.157,5.6329,3
03-08-2016,96.09,0.9748,0.4246,28.7245,0.157,5.6329,3
02-08-2016,95.01,0.9748,0.4246,28.7245,0.157,5.6329,3
01-08-2016,95.54,0.9748,0.4246,28.7245,0.157,5.6329,3
29-07-2016,95.95,0.9748,0.4246,28.7245,0.157,5.6329,3
28-07-2016,95.91,0.9748,0.4246,28.7245,0.157,5.6329,3
27-07-2016,96.33,0.9748,0.4246,28.7245,0.157,5.6329,3
26-07-2016,96.69,0.9748,0.4246,28.7245,0.157,5.6329,3
25-07-2016,97.39,0.9748,0.4246,28.7245,0.157,5.6329,3
22-07-2016,97.71,0.9748,0.4246,28.7245,0.157,5.6329,3
21-07-2016,98.01,0.9748,0.4246,28.7245,0.157,5.6329,3
20-07-2016,98.22,0.9748,0.4246,28.7245,0.157,5.6329,3
19-07-2016,99.47,0.9748,0.4246,28.7245,0.157,5.6329,3
18-07-2016,100.15,0.9748,0.4246,28.7245,0.157,5.6329,3
15-07-2016,99.8,0.9748,0.4246,28.7245,0.157,5.6329,3
14-07-2016,99.97,0.9748,0.4246,28.7245,0.157,5.6329,3
13-07-2016,99.88,0.9748,0.4246,28.7245,0.157,5.6329,3
12-07-2016,100.2,0.9748,0.4246,28.7245,0.157,5.6329,3
11-07-2016,99.98,0.9748,0.4246,28.7245,0.157,5.6329,3
08-07-2016,99.62,0.9748,0.4246,28.7245,0.157,5.6329,3
07-07-2016,98.41,0.9748,0.4246,28.7245,0.157,5.6329,3
06-07-2016,98.45,0.9748,0.4246,28.7245,0.157,5.6329,3
05-07-2016,97.66,0.9748,0.4246,28.7245,0.157,5.6329,3
01-07-2016,98.03,0.9748,0.4246,28.7245,0.157,5.6329,3
30-06-2016,97.82,0.9957,0.44,25.9311,0.1437,4.7407,3
29-06-2016,96.98,0.9957,0.44,25.9311,0.1437,4.7407,3
28-06-2016,96.05,0.9957,0.44,25.9311,0.1437,4.7407,3
27-06-2016,94.38,0.9957,0.44,25.9311,0.1437,4.7407,3
24-06-2016,95.72,0.9957,0.44,25.9311,0.1437,4.7407,3
23-06-2016,99.02,0.9957,0.44,25.9311,0.1437,4.7407,3
22-06-2016,98.79,0.9957,0.44,25.9311,0.1437,4.7407,3
21-06-2016,98.82,0.9957,0.44,25.9311,0.1437,4.7407,3
20-06-2016,99.57,0.9957,0.44,25.9311,0.1437,4.7407,3
17-06-2016,99,0.9957,0.44,25.9311,0.1437,4.7407,3
16-06-2016,98.38,0.9957,0.44,25.9311,0.1437,4.7407,3
15-06-2016,98.27,0.9957,0.44,25.9311,0.1437,4.7407,3
14-06-2016,98.4,0.9957,0.44,25.9311,0.1437,4.7407,3
13-06-2016,97.57,0.9957,0.44,25.9311,0.1437,4.7407,3
10-06-2016,97.34,0.9957,0.44,25.9311,0.1437,4.7407,3
09-06-2016,97.84,0.9957,0.44,25.9311,0.1437,4.7407,3
08-06-2016,98.04,0.9957,0.44,25.9311,0.1437,4.7407,3
07-06-2016,98.35,0.9957,0.44,25.9311,0.1437,4.7407,3
06-06-2016,98.78,0.9957,0.44,25.9311,0.1437,4.7407,3
03-06-2016,98.75,0.9957,0.44,25.9311,0.1437,4.7407,3
02-06-2016,98.72,0.9957,0.44,25.9311,0.1437,4.7407,3
01-06-2016,98.52,0.9957,0.44,25.9311,0.1437,4.7407,3
31-05-2016,99.22,0.9957,0.44,25.9311,0.1437,4.7407,3
27-05-2016,100.29,0.9957,0.44,25.9311,0.1437,4.7407,3
26-05-2016,99.81,0.9957,0.44,25.9311,0.1437,4.7407,3
25-05-2016,99.86,0.9957,0.44,25.9311,0.1437,4.7407,3
24-05-2016,99.51,0.9957,0.44,25.9311,0.1437,4.7407,3
23-05-2016,99.18,0.9957,0.44,25.9311,0.1437,4.7407,3
20-05-2016,99.78,0.9957,0.44,25.9311,0.1437,4.7407,2
19-05-2016,98.41,0.9957,0.44,25.9311,0.1437,4.7407,3
