m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,form_7_type,curr_ratio,non_perform_asset_tot_loan,loan_loss_reserve,lterm_debt_cap,tot_debt_tot_equity,gross_margin,oper_profit_margin,ebit_margin,ebitda_margin,pretax_profit_margin,profit_margin,free_cash_flow,loss_ratio,exp_ratio,comb_ratio,asset_turn,invty_turn,rcv_turn,day_sale_rcv,ret_equity,ret_tang_equity,ret_asset,ret_invst,free_cash_flow_per_share,book_val_per_share,oper_cash_flow_per_share
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,31-03-2015,Q,,2015,3,2015,1,7,2.9056,,,0.2347,0.3536,67.044,30.3465,30.3465,,29.9922,22.9417,18656,,,,0.123,2.9004,1.7485,51.4718,5.5308,8.1135,2.8214,4.2326,2.2649,11.1096,2.7703
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,30-06-2015,A,,2015,4,2015,2,7,2.4734,,,0.2577,0.4407,64.6955,19.4069,19.4069,33.785,19.7767,13.0295,23724,,,,0.5364,11.3846,5.2256,69.8485,15.2255,20.911,6.9885,11.3012,2.8742,9.9767,3.5944
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,30-09-2015,Q,,2016,1,2015,3,7,2.4627,,,0.2643,0.498,64.6352,28.4263,28.4263,,27.0524,24.0542,7520,,,,0.1179,1.8886,1.7808,50.5403,6.3297,8.8232,2.8352,4.6569,0.9302,9.6976,1.098
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,31-12-2015,Q,,2016,2,2015,4,7,2.9973,,,0.3463,0.5787,58.514,25.3236,25.3236,,24.605,21.0876,11114,,,,0.1321,3.6536,1.6403,54.8676,6.5356,9.1695,2.7863,4.2721,1.3805,9.6883,1.8003
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,31-03-2016,Q,,2016,3,2016,1,7,2.8954,,,0.3535,0.6202,62.3886,25.7318,25,,,,,,,,,,,,,,,,,,
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,30-06-2016,A,,2016,4,2016,2,7,2.3529,,,0.3603,0.7425,61.5799,23.6545,23.6545,32.1542,23.1493,19.6882,24982,,,,0.441,14.5624,4.6682,78.1892,23.3315,33.3347,8.6826,14.9244,3.1177,9.2209,4.1589
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,30-09-2016,Q,,2017,1,2016,3,7,2.6851,,,0.4609,1.0614,61.6487,25.5464,25.5464,,26.0353,22.9306,9386,,,,0.0962,2.5125,1.8378,48.9713,6.6646,9.5826,2.2068,3.5932,1.1917,9.0406,1.4664
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,31-12-2016,Q,,2017,2,2016,4,7,2.0477,,,0.4629,1.2349,58.9,25.6414,25.6414,,26.4135,21.5857,13691,,,,0.1073,5.049,1.6796,53.5853,7.5572,22.3329,2.3151,4.0589,1.7485,8.9016,2.2787
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,31-03-2017,Q,,2017,3,2017,1,7,2.8134,,,0.5222,1.2048,63.5129,25.3237,25.3237,,26.7814,21.7338,22656,,,,0.0982,4.0728,1.7148,52.4844,6.8852,19.5,,,,,
MSFT,MSFT,MICROSOFT CORP,Microsoft Corporation,NSDQ,USD,30-06-2017,A,,2017,4,2017,2,7,2.4773,,,0.5124,1.1906,61.9111,24.8205,24.8205,34.5792,25.7354,23.5731,31378,,,,0.3731,15.7089,4.5448,80.3122,29.2897,78.0535,8.7952,14.282,4.0064,9.3921,5.0443
