,m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,form_7_type,curr_ratio,non_perform_asset_tot_loan,loan_loss_reserve,lterm_debt_cap,tot_debt_tot_equity,gross_margin,oper_profit_margin,ebit_margin,ebitda_margin,pretax_profit_margin,profit_margin,free_cash_flow,loss_ratio,exp_ratio,comb_ratio,asset_turn,invty_turn,rcv_turn,day_sale_rcv,ret_equity,ret_tang_equity,ret_asset,ret_invst,free_cash_flow_per_share,book_val_per_share,oper_cash_flow_per_share
89,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,1.1692,,,0.5854,1.4295,13.0791,6.8574,6.9266,,6.6129,4.5227,2139.0,,,,0.2502,0.4351,3.0166,29.835,17.5995,-70.1643,1.1315,7.2974,3.0653,9.2605,4.851
90,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2015-09-30,Q,,2015,3,2015,3,7,1.169,,,0.5532,1.3286,16.4997,9.981,10.0429,,9.6213,6.5805,4441.0,,,,0.2611,0.4439,2.8465,31.6179,25.1105,-163.5317,1.7212,11.2194,6.4568,10.1139,9.0782
91,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,1.3535,,,0.5771,1.5576,12.4974,4.9251,4.9888,,4.6621,4.3567,6955.0,,,,0.2497,0.4365,2.6412,34.075,16.0388,-74.026,1.0868,6.7826,10.0072,9.5961,13.4719
92,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,1.3245,,,0.6799,2.4267,15.6902,7.9003,7.971,,7.6926,5.3773,538.0,,,,0.2472,0.4037,2.2702,39.6434,29.6883,-33.674,1.3316,9.5034,0.8093,6.4175,1.9179
93,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,1.2737,,,0.9383,17.0247,9.8808,-1.6926,-1.628,,-1.935,-0.9453,3059.0,,,,0.2763,0.5049,2.4607,36.5744,-36.1669,3.331,-0.2611,-2.2298,4.815,1.0338,7.0282
94,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,1.2835,,,0.8204,4.8633,16.7713,9.5489,9.6075,,9.2183,9.5238,5667.0,,,,0.2687,0.466,2.4166,37.242,106.0,-41.6941,2.5621,19.0329,8.9696,3.4736,12.1352
95,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,1.2464,,,0.916,11.3478,16.4691,9.3747,9.4306,,9.0312,7.0128,7924.0,,,,0.2587,0.4503,2.5147,35.7898,185.9749,-23.3434,1.8123,15.6151,12.3273,1.421,16.3332
96,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,1.2528,,,0.9854,69.671,17.7584,9.6491,9.7111,,9.3392,6.9079,1637.0,,,,0.2339,0.3989,2.1156,42.5415,936.129,-18.8859,1.6181,13.7055,2.6386,0.2559,3.3752
97,BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,1.1875,,,1.2449,-5.4474,19.1917,11.1483,11.2054,,10.858,7.7444,6164.0,,,,0.2526,0.4328,2.2621,39.7854,-89.0293,-17.8023,1.9559,21.8027,10.1232,-3.3345,11.5684
98,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,1.6145,,,0.5643,1.3852,38.2274,12.7212,12.7212,17.253,11.2686,10.31,3309.0,,,,0.7099,2.9554,5.7162,63.8535,36.6232,-183.22,6.665,15.54,3.5164,9.7849,5.4749
99,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,1.573,,,0.504,1.1399,39.3939,11.4557,11.4557,16.307,8.7454,7.774,3358.0,,,,0.7082,2.8288,6.4765,56.3574,24.5677,443.8061,4.958,11.9052,3.564,11.0384,5.1465
100,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,1.8242,,,0.3974,0.7652,39.1613,10.7801,10.7801,16.308,8.8489,16.6839,1439.0,,,,0.5631,2.1937,4.7954,76.114,13.7454,34.059,4.2836,8.1622,1.5421,17.5688,3.4068
101,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,1.8893,,,0.4083,0.7965,40.0725,18.1863,18.1863,23.8788,15.1834,12.7262,1692.0,,,,0.5626,2.5082,5.4231,67.3052,23.9327,70.2479,6.229,13.9092,1.8354,14.7827,4.0266
102,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,1.6854,,,0.4283,0.8634,39.8647,14.8946,14.8946,20.7282,10.3104,7.7318,687.0,,,,0.6105,2.4612,5.4124,67.4371,19.0204,104.8119,4.6033,10.621,0.7637,11.706,2.5747
103,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,1.9239,,,0.4429,0.8372,41.1686,17.0245,17.0245,22.1396,13.2756,10.1773,2281.0,,,,0.6154,2.5505,4.9475,73.7747,25.3138,107.1854,6.3082,13.7737,2.6008,11.8146,3.7627
104,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,2.0795,,,0.4728,1.0862,32.0907,17.9143,17.9143,,16.9202,14.1962,-1800.0,,,,0.2361,1.2242,1.2675,71.0051,13.0773,24.127,3.3897,6.7499,-1.913,12.1623,-1.5772
105,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,1.7743,,,0.4992,1.1835,31.4686,16.2394,16.2394,,15.1434,11.5887,-1326.0,,,,0.2198,1.1888,1.1201,80.3507,10.0204,84.2936,2.5746,4.9235,-1.4047,13.4276,-0.6822
106,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,1.653,,,0.5036,1.2892,23.5818,7.2624,7.2624,,5.4318,5.4077,-718.0,,,,0.1737,0.9894,0.9718,92.6123,3.19,38.3282,0.7867,1.5522,-0.761,13.0151,0.4568
107,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,1.6145,,,0.5643,1.3852,83.8901,4.8491,4.8491,,2.4605,8.1897,3309.0,,,,0.1148,0.1247,0.9246,97.3384,2.0737,-10.3742,0.3774,0.8799,3.5164,9.7849,5.4749
108,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,1.5802,,,0.5186,1.4218,33.1371,18.7856,18.7856,,17.6673,14.6066,-2174.0,,,,0.203,1.0302,1.1818,76.1566,13.8273,-330.7512,2.8055,6.5054,-2.3024,11.1299,-1.9878
109,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2012-06-30,Q,,2012,2,2012,2,7,1.6181,,,0.5139,1.4044,42.7508,15.8013,15.8013,,14.6552,11.4224,-1647.0,,,,0.204,0.9722,1.0772,83.5462,10.5592,1592.754,2.1966,5.0185,-1.7469,11.4423,-1.1847
110,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2012-09-30,Q,,2012,3,2012,3,7,1.5783,,,0.4951,1.4066,34.8555,4.5665,4.5665,,-2.3855,0.0273,-1390.0,,,,0.145,0.7078,0.9311,96.6617,-0.3819,-4.0527,-0.079,-0.1886,-1.4779,11.4892,-0.4529
111,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2012-12-31,Q,,2012,4,2012,4,7,1.573,,,0.504,1.1399,47.6889,2.4036,2.4036,,-0.449,1.1622,3358.0,,,,0.1519,0.5236,1.3888,64.8019,0.0398,0.7181,0.008,0.0193,3.564,11.0384,5.1465
112,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-03-31,Q,,2013,1,2013,1,7,1.9452,,,0.478,1.0788,41.0191,18.0095,18.0095,,16.8952,31.8571,-2905.0,,,,0.2077,0.8955,1.3208,68.1429,11.4837,49.5004,2.7431,5.8786,-3.1057,13.3831,-2.8512
113,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-06-30,Q,,2013,2,2013,2,7,1.9543,,,0.4463,1.0543,39.4582,14.7956,14.7956,,13.6459,10.2969,-3388.0,,,,0.1948,0.9503,1.1133,80.8407,7.8518,26.7394,2.0059,4.2703,-3.645,14.4651,-2.8306
114,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-09-30,Q,,2013,3,2013,3,7,1.8992,,,0.4362,1.0762,33.8117,4.3049,4.3049,,2.9212,3.6515,-3430.0,,,,0.1501,0.7347,0.9406,95.6848,1.9249,6.4986,0.5059,1.0667,-3.6763,15.0097,-2.5005
115,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-12-31,Q,,2013,4,2013,4,7,1.8242,,,0.3974,0.7652,67.1015,-84.2029,-84.2029,,-116.087,25.7971,1439.0,,,,0.0134,0.0282,0.1141,788.7391,-2.9535,-7.3182,-0.9204,-1.7538,1.5421,17.5688,3.4068
116,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-03-31,Q,,2014,1,2014,1,7,1.8795,,,0.3612,0.6883,40.8576,18.7777,18.7777,,17.7625,14.1646,-2734.0,,,,0.2122,0.7884,1.2618,71.3258,8.917,21.3473,3.023,5.6138,-2.9375,17.9166,-2.6012
117,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-06-30,Q,,2014,2,2014,2,7,1.9322,,,0.3517,0.6888,40.6862,17.7675,17.7675,,14.2377,10.5497,-2842.0,,,,0.2093,0.8644,1.1369,79.1616,6.3584,14.212,2.223,4.0651,-3.0705,18.6995,-2.2375
118,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-09-30,Q,,2014,3,2014,3,7,1.7441,,,0.3673,0.8239,41.0113,11.5968,11.5968,,10.1133,6.907,-3084.0,,,,0.1308,0.5069,0.751,119.8325,2.1023,4.9774,0.6909,1.3103,-3.3604,17.6436,-1.9635
119,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-12-31,Q,,2014,4,2014,4,7,1.8893,,,0.4083,0.7965,29.393,39.2439,39.2439,,23.2694,36.1022,1692.0,,,,0.0372,0.1954,0.3585,251.0224,2.2449,6.5892,0.5843,1.3047,1.8354,14.7827,4.0266
120,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-03-31,Q,,2015,1,2015,1,7,1.8001,,,0.4052,0.8073,42.3759,21.3475,21.3475,,19.7907,13.13,-2688.0,,,,0.1697,0.6405,1.0243,87.864,8.0871,24.3675,2.2112,4.7214,-2.9415,14.2093,-2.3232
121,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,2.4176,,,0.4696,0.9328,42.3817,18.6772,18.6772,,17.329,13.1583,-2983.0,,,,0.148,0.6299,0.8571,105.0021,7.26,19.829,2.0247,3.7838,-3.272,15.089,-2.2431
122,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-09-30,Q,,2015,3,2015,3,7,2.0405,,,0.4209,0.8854,36.7125,6.3411,6.3411,,4.6583,4.8225,-3057.0,,,,0.1209,0.5238,0.7321,122.9304,1.1925,4.7481,0.325,0.6761,-3.4299,12.806,-2.07
123,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,1.6854,,,0.4283,0.8634,35.6671,8.1336,8.1336,,-7.9449,-4.8688,687.0,,,,0.1287,0.5552,1.1413,78.8583,-2.3186,-12.7766,-0.5611,-1.2947,0.7637,11.706,2.5747
124,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,1.995,,,0.434,0.9201,42.7144,24.3619,24.3619,,22.0797,16.5564,-2163.0,,,,0.1771,0.7738,1.0706,84.0689,11.8618,54.1171,2.9401,6.5638,-2.4657,12.1341,-2.0587
125,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,2.1593,,,0.4351,0.988,43.4924,18.9208,18.9208,,18.8784,14.4031,-1967.0,,,,0.1671,0.8389,0.9223,97.5839,9.967,44.0962,2.4298,5.5038,-2.2373,12.0577,-1.6606
126,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,2.0086,,,0.4491,1.1408,37.1568,4.2506,4.2506,,-1.1389,0.0407,-1596.0,,,,0.1157,0.5979,0.6952,129.4631,0.1338,0.6842,0.0306,0.072,-1.8149,11.4504,-1.2247
127,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,1.9239,,,0.4429,0.8372,39.6085,16.0814,16.0814,,6.7741,4.9511,2281.0,,,,0.1304,0.5547,1.0483,85.8549,2.5304,10.7143,0.6306,1.3768,2.6008,11.8146,3.7627
128,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,1.9419,,,0.4104,0.892,43.549,23.221,23.221,,20.1731,14.3743,-1954.0,,,,0.185,0.8267,1.0648,84.5254,11.7389,34.8528,3.1971,6.7802,-2.2432,13.4215,-1.8643
129,DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,1.927,,,0.4447,1.0766,43.5345,16.7834,16.7834,,13.2947,11.5706,-4579.0,,,,0.1718,0.8633,0.8671,103.7958,6.9515,18.1262,1.9882,3.7875,-5.2466,14.5149,-4.6462
130,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2011-09-30,A,,2011,4,2011,3,7,1.1381,,,0.2168,0.3543,19.0277,18.8932,18.8932,23.3952,19.6684,11.7551,3435.0,,,,0.567,20.7599,6.6149,55.1789,13.3273,51.6148,7.2902,10.4377,1.7994,21.9183,3.6637
131,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2012-09-30,A,,2012,4,2012,3,7,1.0699,,,0.2032,0.3411,44.4912,20.7271,20.7271,25.4269,21.9027,13.4396,4182.0,,,,0.5645,15.2687,6.4645,56.462,14.7123,52.1677,8.2419,11.7235,2.3003,23.31,4.3817
132,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2013-09-30,A,,2013,4,2013,3,7,1.2055,,,0.2097,0.2967,44.4195,20.5058,20.5058,25.3724,21.3583,13.6231,6656.0,,,,0.5544,16.8352,6.4649,56.4587,13.7819,49.3163,8.1683,10.8919,3.6713,26.75,5.2135
133,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2014-09-30,A,,2014,4,2014,3,7,1.1412,,,0.2077,0.3071,45.8751,23.3544,23.3544,28.0417,25.0876,15.3668,6469.0,,,,0.5801,16.7853,6.2405,58.4891,16.6134,62.225,9.5126,13.1625,3.6777,28.34,5.56
134,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2015-09-30,A,,2015,4,2015,3,7,1.026,,,0.2079,0.3563,45.9373,25.1044,25.1044,29.5912,26.4329,15.9764,6644.0,,,,0.595,18.0547,6.5426,55.7883,18.1934,64.8166,10.0383,14.4104,3.8877,30.4094,6.3833
135,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2016-09-30,A,,2016,4,2016,3,7,1.0074,,,0.2583,0.4262,46.0868,25.5285,25.5285,30.0708,26.7256,16.8806,8440.0,,,,0.6045,21.5777,6.137,59.4752,20.6876,77.921,10.6375,15.3434,5.1495,29.5769,8.0616
136,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2011-03-31,Q,,2011,2,2011,1,7,1.0326,,,0.1773,0.3168,16.8338,16.8338,16.8338,,17.2744,10.3779,1223.0,,,,0.1286,5.1955,1.4942,60.2347,2.5055,9.1436,1.4308,2.0612,0.6324,21.7292,1.5863
137,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2011-06-30,Q,,2011,3,2011,2,7,1.0687,,,0.1832,0.3235,22.9134,22.5949,22.5949,,23.4941,13.8267,2329.0,,,,0.1501,5.3366,1.7184,52.3728,4.0638,14.2234,2.3388,3.3195,1.2181,22.4822,2.5575
138,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2011-09-30,Q,,2011,4,2011,3,7,1.1381,,,0.2168,0.3543,17.9089,17.8225,17.8225,,18.2542,10.4269,3435.0,,,,0.1445,5.3655,1.6863,53.3698,3.1709,12.2804,1.7345,2.4834,1.7994,21.9183,3.6637
139,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2011-12-31,Q,,2012,1,2011,4,7,1.1136,,,0.2216,0.3649,20.3358,20.2802,20.2802,,20.7904,13.582,1100.0,,,,0.1459,5.6382,1.5882,56.6685,3.8582,14.9264,2.0588,3.003,0.6031,21.4384,0.9507
140,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2012-03-31,Q,,2012,2,2012,1,7,1.1425,,,0.2397,0.4016,17.52,17.1254,17.1254,,19.4828,11.8704,1435.0,,,,0.128,5.2841,1.5325,58.7257,3.0718,12.6955,1.6296,2.3355,0.7893,21.9598,1.9505
141,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2012-06-30,Q,,2012,3,2012,2,7,1.3272,,,0.2284,0.3571,26.6955,26.6324,26.6324,,27.3178,16.5134,3580.0,,,,0.1473,5.4734,1.8632,48.3036,4.8392,17.0234,2.7042,3.7339,1.9757,23.2589,3.5491
142,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2012-09-30,Q,,2012,4,2012,3,7,1.0699,,,0.2032,0.3411,18.772,18.3176,18.3176,,19.6068,11.5378,4182.0,,,,0.144,5.6981,1.6486,54.591,3.3128,11.7468,1.8559,2.6398,2.3016,23.31,4.3842
143,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2012-12-31,Q,,2013,1,2012,4,7,0.9879,,,0.2256,0.4023,18.4464,18.4464,18.4464,,17.882,12.1859,599.0,,,,0.1406,6.4229,1.5504,58.0504,3.3157,17.1089,1.7832,2.5677,0.3328,24.0944,0.6356
144,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2013-03-31,Q,,2013,2,2013,1,7,1.1152,,,0.2326,0.3837,20.7978,20.2198,20.2198,,21.5558,14.3358,2185.0,,,,0.1297,5.9579,1.4753,61.0063,3.6721,17.5756,1.9924,2.8179,1.1973,24.5244,1.8104
145,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2013-06-30,Q,,2013,3,2013,2,7,1.2525,,,0.2178,0.3268,25.9458,25.4275,25.4275,,26.7145,15.9527,4908.0,,,,0.1437,5.8526,1.7628,51.0555,4.4307,18.2667,2.5247,3.4656,2.6952,25.5039,3.6886
146,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2013-09-30,Q,,2013,4,2013,3,7,1.2055,,,0.2097,0.2967,18.6636,17.8596,17.8596,,19.2255,12.0505,6656.0,,,,0.1424,6.3275,1.6604,54.2038,3.2046,11.467,1.8993,2.5326,3.6875,26.75,5.2366
147,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2013-12-31,Q,,2014,1,2013,4,7,1.0043,,,0.1985,0.3256,42.603,21.4965,21.4965,,23.885,14.9484,554.0,,,,0.148,5.1196,1.5361,58.5888,4.0257,15.0407,2.2894,3.2266,0.3105,27.8212,0.6794
148,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2014-03-31,Q,,2014,2,2014,1,7,0.9923,,,0.1863,0.3275,48.7338,25.1781,25.1781,,27.2556,16.4564,2380.0,,,,0.1411,4.4468,1.5352,58.6248,4.3157,15.7814,2.4897,3.5116,1.3446,28.0235,2.1124
149,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2014-06-30,Q,,2014,3,2014,2,7,1.1389,,,0.21,0.3319,48.9491,28.0603,28.0603,,29.4401,18.009,4427.0,,,,0.1489,4.466,1.6527,54.4577,4.9761,18.0253,2.8893,3.9313,2.5326,28.5953,3.8187
150,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2014-09-30,Q,,2014,4,2014,3,7,1.1412,,,0.2077,0.3071,19.3397,18.7505,18.7505,,19.8644,12.0994,6469.0,,,,0.1472,6.3488,1.5839,56.823,3.3729,12.6331,1.9313,2.6723,3.7307,28.34,5.6401
151,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2014-12-31,Q,,2015,1,2014,4,7,1.0259,,,0.2029,0.3461,42.8273,23.9564,23.9564,,25.1064,16.2945,857.0,,,,0.1539,5.187,1.5587,57.7395,4.6952,17.8449,2.5783,3.7425,0.4991,28.1135,1.0804
152,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2015-03-31,Q,,2015,2,2015,1,7,1.1667,,,0.1968,0.3007,46.3125,24.9258,24.9258,,26.6431,16.9168,2868.0,,,,0.1454,4.6718,1.5269,58.9431,4.4796,15.2812,2.5993,3.598,1.6723,29.2571,2.7831
153,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2015-06-30,Q,,2015,3,2015,2,7,1.1137,,,0.194,0.3024,49.1413,28.7154,28.7154,,30.242,18.9528,4520.0,,,,0.15,4.4038,1.6352,55.0401,5.225,17.1119,3.0206,4.2116,2.6417,31.5669,4.4307
154,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2015-09-30,Q,,2015,4,2015,3,7,1.026,,,0.2079,0.3563,45.5669,22.9056,22.9056,,23.8603,11.9079,6644.0,,,,0.1532,4.6817,1.685,53.4125,3.5783,12.748,1.9743,2.8342,3.8877,30.4094,6.3833
155,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2015-12-31,Q,,2016,1,2015,4,7,0.9453,,,0.212,0.3924,43.4335,25.6363,25.6363,,28.5883,18.8927,1050.0,,,,0.1692,6.0133,1.4803,60.799,6.0376,21.9193,3.229,4.7578,0.6295,28.3518,1.4724
156,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2016-03-31,Q,,2016,2,2016,1,7,0.9957,,,0.2425,0.44,47.0738,25.9311,25.9311,,26.5711,16.524,3429.0,,,,0.1437,5.0769,1.4615,61.5822,4.7407,17.3198,2.5215,3.5912,2.087,28.2412,3.6427
157,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2016-06-30,Q,,2016,3,2016,2,7,0.9748,,,0.2391,0.4246,49.5622,28.7245,28.7245,,29.2989,18.1901,5924.0,,,,0.157,5.3183,1.5938,56.4698,5.6329,20.3161,2.983,4.2861,3.6321,28.3212,5.8952
158,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2016-09-30,Q,,2016,4,2016,3,7,1.0074,,,0.2583,0.4262,44.4149,21.534,21.534,,21.9221,13.4759,8440.0,,,,0.1428,5.2554,1.4498,62.0796,3.9981,15.0589,2.0558,2.9652,5.1495,29.5769,8.0616
159,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2016-12-31,Q,,2017,1,2016,4,7,0.8627,,,0.2387,0.4343,43.1412,25.0676,25.0676,,25.1962,16.7681,220.0,,,,0.1614,6.4711,1.4967,60.1339,5.2738,19.9168,2.7169,4.0149,0.1372,29.4856,0.786
160,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2017-03-31,Q,,2017,2,2017,1,7,0.9369,,,0.2621,0.4581,47.743,28.1194,28.1194,,28.1269,17.9064,2775.0,,,,0.1453,5.3443,1.4351,62.7152,5.3716,20.1652,2.7656,3.9638,1.7442,29.5419,2.9529
161,DIS,DIS,DISNEY WALT,Walt Disney Company (The),NYSE,USD,2017-06-30,Q,,2017,3,2017,2,7,1.0033,,,0.2904,0.4818,45.8,26.6049,26.6049,,25.4109,16.6175,6103.0,,,,0.1535,5.9362,1.4776,60.9102,5.3723,21.6657,2.6673,3.812,3.8823,28.7819,5.6177
162,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,2.4931,,,0.6733,3.2257,53.4072,28.267,28.267,34.399,13.7565,8.9531,26589.0,,,,0.204,4.9506,0.4759,767.045,12.2014,43.1028,2.007,3.9863,2.5037,11.1732,3.1411
163,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,2.9431,,,0.6476,2.6269,49.3401,24.8677,24.8677,31.1343,11.8493,9.2996,22396.0,,,,0.2141,4.8335,0.5147,709.1875,11.5568,34.2286,2.1674,4.0726,2.12,12.3462,2.9658
164,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,3.4309,,,0.6184,2.19,29.4971,12.9198,12.9198,17.5134,8.0357,11.5299,24472.0,,,,0.1725,4.6084,0.4157,878.1079,5.7617,17.5817,1.2003,2.1986,2.3785,13.5955,2.7709
165,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,1.488,,,0.5769,1.8784,28.5705,13.2416,13.2416,17.4683,8.758,12.9992,23498.0,,,,0.1789,4.732,2.7288,133.7571,6.9355,13.4717,1.449,2.9342,2.3212,13.6052,2.7372
166,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,1.6257,,,0.5909,1.9425,29.5546,12.1429,12.1429,16.272,6.9736,-5.2349,15602.0,,,,0.2381,3.6728,2.5599,142.5846,1.6978,10.11,0.3448,0.6945,1.5577,10.6765,1.9859
167,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,1.9252,,,0.5756,1.7524,29.2741,13.6233,13.6233,17.6631,7.3003,6.6099,-3019.0,,,,0.3387,3.9135,2.9268,124.709,12.2529,-101.183,2.5998,5.2002,-0.3307,8.8636,-0.0267
168,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,3.0575,,,0.6957,3.1639,56.3881,34.1934,34.1934,,19.3952,8.761,6300.0,,,,0.0527,1.2543,0.1169,769.6035,2.7761,7.4973,0.4798,0.8446,0.592,11.8608,0.7232
169,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,2.8201,,,0.6806,3.0779,51.1074,27.6338,27.6338,,12.7334,10.3557,12107.0,,,,0.0482,1.1916,0.1113,808.6786,2.7945,7.5817,0.493,0.8926,1.138,12.3012,1.4231
